"","shape_id","Positive","Negative"
"486",121725,260.17,-260.24
"487",121726,206.48,-257.32
"488",121727,257.52,-257.52
"489",121728,288.62,-230.39
"490",121729,304.9,-323.03
"491",121730,306.95,-288.82
"492",121731,310.73,-343.36
"493",121732,303.74,-271.11
"494",121733,320.02,-338.15
"495",121734,249.92,-297.4
"496",121735,345.72,-345.72
"497",121736,334.2,-334.2
"498",121737,331.63,-331.63
"499",121738,311.49,-311.49
"500",121739,230.87,-178.74
"501",121742,291.29,-291.29
"502",121743,186.01,-229.63
"503",121744,229.63,-237.48
"504",121745,307.72,-299.87
"505",121746,236.54,-174.38
"506",121747,372.84,-372.66
"507",121748,267.18,-292.52
"508",121749,231.62,-237.41
"509",121750,336.02,-305.16
"510",121751,307.35,-370.55
"511",121752,260.02,-260.02
"512",121753,248.43,-248.43
"513",121754,369.55,-370.23
"514",121755,335.9,-335.9
"515",121756,371.05,-370.37
"516",121757,806.51,-640.24
"517",121758,875.46,-875.46
"518",121759,803.55,-803.55
"519",121760,868.43,-865.92
"520",121761,617.28,-783.81
"521",121762,876.45,-876.45
"522",121763,867.06,-867.06
"523",121764,774.13,-774.13
"524",121766,632.73,-533.58
"525",121767,337.09,-328.28
"526",121768,623.64,-626.89
"527",121769,583.66,-581.72
"528",121770,599.94,-601.88
"529",121771,226.88,-332.61
"530",121772,332.61,-340.56
"531",121773,540.15,-532.2
"532",121774,560.24,-560.34
"533",121775,519.54,-519.44
"534",121776,547.48,-547.58
"535",121777,124.76,-114.8
"536",121778,109.95,-127.76
"537",121779,127.76,-119.81
"538",121780,404.78,-265.53
"539",121781,403.01,-403.01
"540",121782,531.37,-517.09
"541",121783,537.65,-537.52
"542",121784,533.33,-533.33
"543",121785,419.54,-433.89
"544",121786,569.87,-555.52
"545",121787,260.91,-422.67
"546",121788,430.84,-416.51
"547",121789,546.25,-546.25
"548",121790,418.41,-420.73
"549",121791,550.47,-550.47
"550",121792,599.38,-429.3
"551",121793,680.72,-816.58
"552",121794,634.74,-634.74
"553",121795,763.62,-796.82
"554",121796,763.28,-763.28
"555",121797,610.44,-610.44
"556",121798,448.26,-431.59
"557",121799,434.54,-448.37
"558",121800,59.94,-71.28
"559",121801,257.02,-196.08
"560",121802,237.41,-237.41
"561",121803,253.89,-252.5
"562",121804,185.2,-232.41
"563",121805,70.56,-70.56
"564",121806,227.4,-227.4
"565",121807,225.84,-225.84
"566",121808,246.96,-239.54
"567",121809,1158.05,-1187.2
"568",121810,1127.01,-1111.9
"569",121811,313.98,-239.71
"570",121812,216.86,-303.79
"571",121813,297.66,-252.95
"572",121814,240.64,-285.35
"573",121815,449.33,-373.05
"574",121816,420.94,-497.22
"575",121818,689.49,-484.37
"576",121819,481.57,-672.87
"577",121820,833.4,-678.93
"578",121821,671.82,-826.29
"579",121822,514.64,-452.18
"580",121823,480.32,-556.6
"581",121824,43.63,-30.99
"582",121825,39.87,-40.16
"583",121826,39.45,-39.16
"584",121827,39.87,-40.16
"585",121828,45.58,-50.3
"586",121829,50.72,-50.72
"587",121830,48.27,-51.63
"588",121831,51.22,-51.22
"589",121832,63.37,-69.9
"590",121833,59.99,-55.29
"591",121834,187.12,-175.7
"592",121835,125.72,-125.72
"593",121836,99.51,-99.51
"594",121837,98.4,-108.33
"595",121838,102.98,-101.74
"596",121839,76.55,-76.55
"597",121840,98,-99.24
"598",121841,111.55,-85.51
"599",121842,76.65,-101.45
"600",121843,77.76,-85.19
"601",121844,87.75,-87.75
"602",121845,101.21,-93.78
"603",121846,97.2,-94.74
"604",121847,81.89,-81.89
"605",121848,79.45,-82.81
"606",121849,63.92,-60.46
"607",121850,127.23,-130.69
"608",121851,132.41,-132.41
"609",121852,133.13,-129.77
"610",121853,104.67,-108.03
"611",121854,183.35,-183.35
"612",121855,185.79,-182.43
"613",121856,156.85,-160.21
"614",121857,122.74,-119.38
"615",121858,115.68,-119.04
"616",121859,81.25,-77.89
"617",121860,96.24,-96.24
"618",121861,107.11,-107.11
"619",121862,94.76,-98.12
"620",121863,699.48,-710.67
"621",121864,678.62,-678.62
"622",121865,721.75,-709.36
"623",121866,747.53,-747.53
"624",121867,56.13,-49.95
"625",121868,71.47,-69.42
"626",121869,72.68,-73.61
"627",121870,74.25,-82.75
"628",121871,87,-83.64
"629",121872,81.2,-84.56
"630",121873,86.33,-86.33
"631",121874,48.31,-39.92
"632",121876,30.08,-40.41
"633",121877,5.81,-9.12
"634",121878,9.02,-0.409999999999998
"635",121879,8.8,-8.8
"636",121880,8.8,-8.8
"637",121881,8.8,-8.8
"638",121882,8.8,-8.8
"639",121883,8.8,-8.8
"640",121884,39.18,-48.52
"641",121888,31.89,-25.73
"642",121889,23.21,-34.06
"643",121939,215.6,-180.69
"644",121940,88.91,-47.4
"645",121941,91.5,-149.37
"646",121942,78.06,-71.16
"647",121943,14.94,-21.24
"648",121944,153.46,-30.01
"649",121945,29.45,-90.72
"650",121946,134.3,-57.69
"651",121947,55.78,-131.83
"652",121948,271.51,-207.21
"653",121949,256.92,-256.92
"654",121950,252.96,-252.96
"655",121951,191.36,-172.31
"656",121952,241.46,-325.37
"657",121953,178.93,-178.93
"658",121954,331.04,-331.04
"659",121955,213.64,-213.64
"660",121956,139.59,-11.1400000000001
"661",121957,142.59,-148.27
"662",121958,188.38,-182.7
"663",121959,13.6400000000001,-141.19
"664",121960,152.45,-152.45
"665",121961,152.59,-152.59
"666",121962,38.84,-31.76
"667",121963,50.56,-49.88
"668",121964,31.09,-39.22
"669",121965,51.79,-51.29
"670",121966,49.88,-50.78
"671",121967,120.01,-5.14
"672",121968,156.95,-156.95
"673",121969,224.8,-224.8
"674",121970,135.22,-184.07
"675",121971,173.35,-173.35
"676",121972,68.65,-133.77
"677",121973,158.36,-158.36
"678",121974,177.65,-177.65
"679",121975,86.66,-31.69
"680",121976,166.29,-107.29
"681",121977,20.58,-134.75
"682",121978,123.52,-66.81
"683",121979,107.39,-107.39
"684",121980,95.5,-96.25
"685",121981,17.88,-61.18
"686",121982,105.52,-119.25
"687",121983,127.94,-127.57
"688",121984,129.25,-129.06
"689",121985,19,-19.19
"690",121986,226.63,-99.24
"691",121987,245.17,-245.17
"692",121988,211.37,-211.37
"693",121989,63.14,-190.53
"694",121990,157.86,-157.86
"695",121991,185.33,-152.42
"696",121992,172.88,-205.6
"697",121993,81.94,-15.08
"698",121994,193.82,-170.25
"699",121995,90.5,-109.55
"700",121996,18.8399999999999,-89.7599999999999
"701",121997,98.2499999999999,-98.2499999999999
"702",121998,142.92,-142.92
"703",121999,202.29,-112.32
"704",122000,146.49,-139.4
"705",122001,287.68,-258
"706",122002,141.47,-171.15
"707",122003,61.11,-158.12
"708",122004,193,-193
"709",122005,142.87,-142.87
"710",122006,161,-21.94
"711",122007,25.27,-164.33
"712",122008,82.35,-48.11
"713",122009,212.68,-107.86
"714",122010,54.19,-193.25
"715",122011,76.99,-57.68
"716",122012,73.47,-93.48
"717",122013,101.19,-61.31
"718",122014,130,-74.57
"719",122015,111.9,-167.33
"720",122016,130,-74.57
"721",122017,58.97,-153.51
"722",122018,123.58,-123.58
"723",122019,162.9,-162.9
"724",122020,124.07,-40.53
"725",122021,102.44,-111.14
"726",122022,50.29,-125.47
"727",122023,102.14,-102.14
"728",122024,143.05,-85.3700000000001
"729",122025,117.18,-143.21
"730",122026,122.95,-88.64
"731",122027,276.12,-207.13
"732",122028,99.13,-168.12
"733",122029,119.14,-127.42
"734",122030,188.28,-188.28
"735",122031,106.96,-98.68
"736",122032,252.3,-183.31
"737",122033,99.13,-168.12
"738",122034,122.95,-122.95
"739",122035,69.12,-135.11
"740",122036,94.22,-94.19
"741",122037,247.97,-248
"742",122038,154.43,-154.43
"743",122039,109.11,-109.11
"744",122040,264.28,-264.28
"745",122041,137.58,-137.55
"746",122042,124.12,-124.12
"747",122043,112.04,-112.07
"748",122044,136.4,-68.28
"749",122045,59.65,-127.77
"750",122046,158.23,-49.77
"751",122047,182.26,-182.26
"752",122048,169.23,-169.23
"753",122049,38.07,-147.06
"754",122050,137.88,-89.77
"755",122051,218.45,-127.33
"756",122052,209.21,-175.32
"757",122053,86.83,-259.82
"758",122054,241.56,-241.56
"759",122055,194.82,-194.82
"760",122056,185.1,-95.64
"761",122057,92.28,-181.87
"762",122058,159.29,-159.29
"763",122059,673.8,-592.98
"764",122060,585.54,-665.46
"765",122061,241.31,-285.6
"766",122062,241.49,-238.73
"767",122063,207.3,-165.84
"768",122064,201.48,-201.55
"769",122065,39.53,-79.38
"770",122066,243.02,-226.6
"771",122067,170.84,-170.84
"772",122068,161.48,-161.48
"773",122069,219.56,-195.99
"774",122070,157.74,-157.74
"775",122071,143.52,-132.76
"776",122072,81.56,-115.87
"777",122073,43.53,-43.53
"778",122074,90.22,-46.7
"779",122075,80.17,-95.29
"780",122076,51.63,-60.69
"781",122077,73.81,-93.17
"782",122078,40.35,-40.35
"783",122079,87.67,-87.67
"784",122080,104.9,-104.9
"785",122081,55.46,-23.11
"786",122082,18.41,-54.43
"787",122083,274.23,-266.32
"788",122084,202.4,-225.51
"789",122085,260.3,-217.86
"790",122086,302.06,-302.06
"791",122087,67.47,-99.09
"792",122088,91.78,-98.16
"793",122089,52.91,-62.17
"794",122090,73.8,-64.47
"795",122091,9.81,-19.18
"796",122092,57.69,-64.17
"797",122093,65.2,-58.68
"798",122094,47.76,-47.8
"799",122095,111.8,-19.91
"800",122096,25.81,-117.7
"801",122097,135.89,-77.33
"802",122098,123.15,-120.01
"803",122099,122.31,-122.31
"804",122100,101.46,-92.4
"805",122101,131.18,-143.38
"806",122102,78.13,-136.71
"807",122103,139.86,-139.8
"808",122104,97.7,-97.76
"809",122105,102.49,-102.47
"810",122106,125.46,-125.48
"811",122108,334.55,-367.79
"812",122109,348.46,-338.77
"813",122110,338.05,-346.2
"814",122111,343.99,-342.1
"815",122112,345.79,-347.68
"816",122113,353.62,-351.73
"817",122114,58.47,-63.39
"818",122115,63.09,-63.09
"819",122116,42.48,-42.48
"820",122117,159.94,-152.08
"821",122118,144.17,-144.97
"822",122119,187,-187
"823",122120,127.36,-114.26
"824",122121,73.3,-88.88
"825",122122,65.67,-65.67
"826",122123,65.67,-65.67
"827",122124,73.3,-73.3
"828",122125,73.3,-73.3
"829",122126,157.76,-157.76
"830",122127,188.46,-188.46
"831",122128,132.83,-132.83
"832",122129,154.24,-154.24
"833",122130,93.99,-95.33
"834",122131,95.37,-95.37
"835",122132,82.17,-82.17
"836",122133,40.63,-34.36
"837",122134,91.67,-104.31
"838",122135,103.81,-97.73
"839",122136,40.92,-34.36
"840",122137,91.67,-104.31
"841",122138,21.11,-16.13
"842",122139,79.56,-84.54
"843",122140,86.86,-80.49
"844",122141,77.09,-76.59
"845",122142,16.09,-15.25
"846",122143,94.99,-94.99
"847",122144,88.17,-88.17
"848",122145,48.17,-49.01
"849",122146,83.91,-83.91
"850",122148,138.77,-114.3
"851",122149,138.77,-138.77
"852",122150,128.03,-153.88
"853",122151,130.29,-130.29
"854",122152,129.26,-129.26
"855",122153,130.29,-130.29
"856",122154,130.29,-130.29
"857",122155,182.43,-175.76
"858",122156,158.75,-162.74
"859",122157,23.95,-29.48
"860",122158,90.68,-83.77
"861",122159,98.11,-106.34
"862",122160,92.85,-92.85
"863",122161,92.85,-92.86
"864",122162,93.89,-93.88
"865",122163,204.38,-181.94
"866",122164,19.5,-35.1
"867",122165,19.5,-19.5
"868",122166,58.9,-40.48
"869",122168,126.89,-149.07
"870",122169,152.84,-150.37
"871",122170,138.25,-138.25
"872",122171,138.25,-138.25
"873",122172,138.25,-138.25
"874",122173,126.7,-126.7
"875",122174,126.7,-126.7
"876",122175,99.9,-99.9
"877",122176,175.44,-174.6
"878",122177,156.36,-156.36
"879",122178,25.27,-26.11
"880",122179,83.17,-83.17
"881",122180,68.14,-68.14
"882",122181,88.88,-88.88
"883",122182,83.17,-83.17
"884",122183,83.17,-83.17
"885",122184,88.88,-88.88
"886",122185,88.88,-88.88
"887",122186,87.99,-87.15
"888",122187,18.1,-18.94
"889",122188,18.1,-18.1
"890",122189,127.72,-126.88
"891",122190,91.59,-92.43
"892",122191,183.65,-166.62
"893",122192,175.95,-175.95
"894",122193,176.98,-193.17
"895",122194,193.65,-195.2
"896",122195,185.57,-184.02
"897",122196,96.19,-94.76
"898",122197,321.18,-292.44
"899",122198,302.44,-302.46
"900",122199,321.55,-321.55
"901",122200,320.41,-320.41
"902",122201,207.17,-221.93
"903",122202,329.34,-276.55
"904",122203,213.61,-252.31
"905",122204,292.86,-254.16
"906",122205,224.71,-275.25
"907",122206,224.75,-227
"908",122207,170.65,-181.59
"909",122209,169.97,-170.42
"910",122210,153.06,-156.6
"911",122212,153.06,-153.06
"912",122213,302.44,-272.75
"913",122214,302.44,-302.44
"914",122215,150.65,-180.8
"915",122216,303.87,-303.87
"916",122217,303.87,-303.87
"917",122219,295.27,-296.82
"918",122220,277.55,-276
"919",122221,222.47,-224.02
"920",122222,167.76,-166.21
"921",122223,178.7,-178.7
"922",122224,290.87,-292.42
"923",122225,305.42,-303.87
"924",122226,376.64,-377.48
"925",122227,150.51,-149.67
"926",122228,217.53,-217.53
"927",122229,304.71,-304.71
"928",122230,172.22,-172.22
"929",122231,303.87,-303.87
"930",122232,139.4,-139.4
"931",122233,15.18,-12.95
"932",122234,41.72,-41.72
"933",122235,41.72,-41.72
"934",122236,56.76,-65.33
"935",122237,63.14,-63.14
"936",122238,30.39,-26.58
"937",122239,32.39,-29.86
"938",122240,30.99,-30.99
"939",122241,47.73,-47.73
"940",122242,24.61,-27.14
"941",122243,7.56,-7.56
"942",122244,8.48,-8.48
"943",122245,99.4,-63.97
"944",122246,55.47,-90.37
"945",122247,100.93,-66.03
"946",122248,36.41,-73.03
"947",122249,39.39,-40.3
"948",122250,69.92,-67.29
"949",122251,57.28,-55.28
"950",122252,92.88,-92.88
"951",122253,40.82,-40.82
"952",122254,41.36,-41.36
"953",122255,44.05,-44.05
"954",122256,44.56,-44.56
"955",122257,44.11,-44.11
"956",122258,44.56,-44.56
"957",122259,6.15,-6.15
"958",122260,55.67,-42.27
"959",122261,84.15,-74.36
"960",122262,109.53,-109.53
"961",122263,182.02,-186.58
"962",122264,145.47,-100.86
"963",122265,103.15,-147.94
"964",122266,103.15,-103.15
"965",122267,25.71,-35.23
"966",122268,47.47,-56.4
"967",122269,56.4,-56.4
"968",122270,169.46,-169.46
"969",122271,84.16,-84.16
"970",122272,84.26,-84.26
"971",122273,188.2,-188.2
"972",122274,187.09,-187.09
"973",122275,99.86,-99.86
"974",122276,86.64,-86.64
"975",122277,86.64,-86.64
"976",122278,25.81,-25.81
"977",122279,8.44,-8.44
"978",122280,145.2,-145.2
"979",122281,99.86,-99.86
"980",122282,370.27,-293.86
"981",122283,370.27,-370.27
"982",122284,370.27,-370.27
"983",122285,507.17,-507.17
"984",122286,294.07,-294.07
"985",122287,288.12,-364.53
"986",122288,364.53,-364.53
"987",122289,364.53,-364.53
"988",122290,483.68,-483.68
"989",122291,32.63,-26.99
"990",122292,79.5,-75.25
"991",122293,64.88,-63.39
"992",122294,33.19,-33.66
"993",122295,49.61,-49.61
"994",122296,37.11,-36.01
"995",122297,41.56,-42.19
"996",122298,39.11,-50.49
"997",122299,53.76,-53.76
"998",122300,53.76,-53.76
"999",122301,21.32,-9.94
"1000",122302,52.72,-64.1
"1001",122303,127.32,-127.32
"1002",122304,13.04,-2.47
"1003",122305,4.21,-4.21
"1004",122306,14.82,-14.48
"1005",122308,0.799999999999997,-13.61
"1006",122309,13.22,-11.32
"1007",122310,14.66,-14.66
"1008",122311,14.66,-16.56
"1009",122312,15.46,-2.18
"1010",122313,47.71,-30.18
