"","trip_id","distance","end","start","trip_duration"
"453","1097264",6.9528929416,"9:27:00","9:05:00",1320
"454","1097265",6.9528929416,"8:27:00","8:05:00",1320
"455","1097266",6.9528929416,"7:27:00","7:05:00",1320
"456","1097267",6.9528929416,"6:27:00","6:05:00",1320
"457","1097268",6.0169839414,"5:23:00","5:05:00",1080
"458","1097269",6.8386228147,"25:16:00","24:53:00",1380
"459","1097270",6.8386228147,"24:15:00","23:52:00",1380
"460","1097271",6.8386228147,"22:45:00","22:22:00",1380
"461","1097272",6.8386228147,"19:50:00","19:27:00",1380
"462","1097273",7.793235082,"18:50:00","18:23:00",1620
"463","1097274",7.793235082,"17:50:00","17:23:00",1620
