block_d,annl_ml,damagesK_2013,damagesL_2013,deathsK_2013,deathsL_2013,eMaint,dMaint,maintSavings,fuelCost,carbonCost,carbonCostLow,carbonCostHigh
90257.0,17602.271009778004,563.2739818601302,1266.624620724637,6.258599798445892e-05,0.0001407360689694041,16510.930207171765,17602.271009778004,1091.3408026062389,12040.717248287552,2640.3406514667004,739.2953824106761,3960.5109772000505
90255.0,77386.05162728441,2476.359961826584,5568.5473564074455,0.0002751511068696204,0.0006187274840452718,72588.11642639278,77386.05162728441,4797.935200891632,52935.41759968993,11607.907744092663,3250.2141683459454,17411.86161613899
92879.0,31672.462214738804,1013.5214943490404,2279.087511750069,0.0001126134993721156,0.0002532319457500077,29708.769557424996,31672.462214738804,1963.692657313808,21665.338630049355,4750.869332210821,1330.2434130190297,7126.303998316231
90259.0,21105.2868074412,675.3710576698764,1518.6946868842429,7.504122862998627e-05,0.00016874385409824922,19796.759025379844,21105.2868074412,1308.5277820613555,14436.932072642707,3165.79302111618,886.4220459125305,4748.68953167427
90260.0,31672.462214738804,1013.5214943490404,2279.087511750069,0.0001126134993721156,0.0002532319457500077,29708.769557424996,31672.462214738804,1963.692657313808,21665.338630049355,4750.869332210821,1330.2434130190297,7126.303998316231
90271.0,104742.67841393719,2722.4051645825,6121.823777876841,0.0003024894627313889,0.0006802026419863156,98248.63235227308,104742.67841393719,6494.046061664107,71648.53750461801,15711.401762090578,4399.192493385362,23567.102643135866
92882.0,105407.803128628,2767.9570348755933,6224.256380381916,0.0003075507816528437,0.0006915840422646572,98872.51933465306,105407.803128628,6535.283793974944,72103.5116735756,15811.1704692942,4427.127731402376,23716.7557039413
90273.0,21911.388920257203,581.6248852711883,1307.8894287194635,6.462498725235426e-05,0.00014532104763549598,20552.882807201255,21911.388920257203,1358.506113055948,14988.340899848752,3286.7083380385807,920.2783346508025,4930.062507057871
90274.0,75304.3449421172,1964.1609918181846,4416.7739436185375,0.00021824011020202052,0.0004907526604020598,70635.47555570593,75304.3449421172,4668.869386411272,51511.439888175046,11295.65174131758,3162.7824875689225,16943.47761197637
90275.0,92128.33386149119,2390.011786848026,5374.37724488896,0.00026555686520533616,0.0005971530272098844,86416.37716207873,92128.33386149119,5711.956699412462,63019.77841187898,13819.25007922368,3869.39002218263,20728.87511883552
90276.0,50045.77758551279,1294.6322015584801,2911.217133806082,0.00014384802239538665,0.00032346857042289803,46942.939375211,50045.77758551279,3102.838210301794,34233.48368191305,7506.866637826919,2101.9226585915376,11260.299956740379
90277.0,23103.0810672844,600.2155878227214,1349.6939633293425,6.669062086919126e-05,0.0001499659959254825,21670.690041112768,23103.0810672844,1432.3910261716337,15803.510043727318,3465.4621600926607,970.329404825945,5198.19324013899
90306.0,94216.01167342,2768.3969924176727,6225.245032336624,0.00030759966582418586,0.000691693892481847,88374.61894966796,94216.01167342,5841.39272375204,64447.840633225016,14132.401751013002,3957.0724902836405,21198.6026265195
90307.0,40195.54451188639,1181.0860435338345,2655.887352555033,0.0001312317826148705,0.00029509859472833704,37703.42075214943,40195.54451188639,2492.123759736962,27495.49679355178,6029.331676782959,1688.2128694992284,9043.997515174438
90308.0,83953.0696982068,2466.8356264982845,5547.129865233796,0.00027409284738869825,0.0006163477628037551,78747.97937691798,83953.0696982068,5205.090321288822,57427.542946041394,12592.960454731023,3526.0289273246863,18889.44068209653
90309.0,26478.9616243152,778.0448654325639,1749.5754854483896,8.644942949250711e-05,0.00019439727616093216,24837.266003607656,26478.9616243152,1641.6956207075455,18112.758846260782,3971.8442436472806,1112.1163882212386,5957.76636547092
90310.0,74920.7000476844,2201.433101884012,4950.32318700019,0.00024460367798711244,0.0005500359096666878,70275.61664472795,74920.7000476844,4645.083402956443,51249.01013152328,11238.10500715266,3146.669402002745,16857.15751072899
90311.0,75126.74915676839,2207.487339344878,4963.937887449705,0.00024527637103831975,0.0005515486541610784,70468.89070904875,75126.74915676839,4657.858447719642,51389.95666395445,11269.01237351526,3155.3234645842726,16903.51856027289
90315.0,87398.29675012799,2073.3146643114123,4662.225630467398,0.00023036829603460137,0.0005180250700519332,81979.60235162005,87398.29675012799,5418.6943985079415,59784.22776047759,13109.7445125192,3670.728463505376,19664.6167687788
90322.0,92421.6654636548,2182.600025484595,4907.974252330508,0.00024251111394273282,0.0005453304724811675,86691.52220490821,92421.6654636548,5730.143258746597,63220.42995733453,13863.249819548222,3881.709949473502,20794.87472932233
90323.0,92287.5412905628,2179.4327166523126,4900.851846020901,0.00024215919073914584,0.0005445390940023222,86565.71373054791,92287.5412905628,5721.827560014892,63128.683202415,13843.13119358442,3876.0767342036374,20764.696790376627
90330.0,98445.98953640359,2705.448054143106,6083.693719391443,0.000300605339349234,0.0006759659688212714,92342.33818514657,98445.98953640359,6103.651351257024,67341.32905789524,14766.89843046054,4134.731560528951,22150.34764569081
90331.0,97533.85468776041,2680.3813096602885,6027.3263779508725,0.00029782014551780984,0.0006697029308834302,91486.75569711925,97533.85468776041,6047.098990641156,66717.38923792989,14630.078203164063,4096.421896885938,21945.11730474609
90339.0,35555.300480991194,1421.477370473072,3196.451111495634,0.00015794193005256354,0.00035516123461062595,33350.87185116974,35555.300480991194,2204.4286298214574,24321.36850589921,5333.2950721486795,1493.3226202016301,7999.942608223018
90340.0,40643.424254815196,1619.6013925465563,3641.9692419973712,0.00017995571028295068,0.00040466324911081903,38123.53195101665,40643.424254815196,2519.892303798544,27801.865974144766,6096.51363822228,1707.0238187022383,9144.77045733342
90341.0,46328.932119651996,1846.1633934918607,4151.435344438249,0.00020512926594354008,0.00046127059382647205,43456.53832823357,46328.932119651996,2872.393791418428,31691.0000850437,6949.3398179478,1945.815149025384,10424.009726921699
90342.0,4515.9360283128,179.95567426945988,404.6633529635421,1.999507491882888e-05,4.4962594773726914e-05,4235.947994557406,4515.9360283128,279.9880337553941,3089.0962193494192,677.39040424692,189.6693131891376,1016.0856063703799
90343.0,6773.904042469199,269.9336281697253,606.9946907093247,2.9992625352191712e-05,6.744385452325833e-05,6353.921991836109,6773.904042469199,419.9820506330907,4633.644329024129,1016.08560637038,284.5039697837064,1524.1284095555698
90619.0,62776.64958142759,1787.7876460934024,4020.166662476497,0.00019864307178815583,0.00044668518471961086,58884.497307379075,62776.64958142759,3892.152274048516,42941.95260287222,9416.497437214139,2636.619282419959,14124.746155821207
90368.0,90940.5546119252,1869.3995758857104,4203.685981129211,0.00020771106398730118,0.0004670762201254677,85302.24022598584,90940.5546119252,5638.31438593936,62207.285859670075,13641.083191788779,3819.503293700858,20461.624787683166
90365.0,30688.311958486,748.8011972897368,1683.8153245610486,8.320013303219297e-05,0.0001870905916178943,28785.636617059867,30688.311958486,1902.675341426133,20992.13714605975,4603.246793772901,1288.909102256412,6904.87019065935
90366.0,34626.8355053712,700.1875378538358,1574.4990048257935,7.779861531709287e-05,0.00017494433386953262,32479.971704038184,34626.8355053712,2146.8638013330165,23686.25817041077,5194.02532580568,1454.3270912255905,7791.03798870852
90367.0,12274.1260344612,256.9913179456512,577.8921748439387,2.8554590882850124e-05,6.421024164932652e-05,11513.130220324605,12274.1260344612,760.9958141365951,8396.034862132039,1841.11890516918,515.5132934473704,2761.67835775377
90374.0,41159.4291257968,867.5972983268117,1950.9509497478134,9.639969981409019e-05,0.00021677232774975708,38607.5445199974,41159.4291257968,2551.8846057994015,28154.835698720493,6173.91436886952,1728.6960232834656,9260.87155330428
90371.0,55058.4706481628,1371.9385255009395,3085.0545319016246,0.00015243761394454882,0.0003427838368779584,51644.8454679767,55058.4706481628,3413.6251801861,37662.38327028398,8258.77059722442,2312.455767222838,12388.155895836631
90372.0,11467.3001487044,232.52422854949288,522.8733545580044,2.5836025394388094e-05,5.809703939533383e-05,10756.327539484726,11467.3001487044,710.9726092196743,7844.130942825249,1720.09502230566,481.6266062455848,2580.1425334584897
90373.0,54908.03896599841,1308.226534693777,2941.786572240761,0.00014535850385486408,0.000326865174693418,51503.7405501065,54908.03896599841,3404.298415891906,37559.481471469524,8236.205844899761,2306.1376365719334,12354.308767349643
90375.0,21160.225697228798,438.58209315163384,986.231728961429,4.8731343683514866e-05,0.00010958130321793657,19848.29170400061,21160.225697228798,1311.9339932281873,14474.512657414967,3174.0338545843197,888.7294792836095,4761.050781876479
92878.0,17536.679087018,343.01268203009306,771.3265456826718,3.8112520225565897e-05,8.570294952029686e-05,16449.404983622884,17536.679087018,1087.274103395117,11995.849526657428,2630.5018630527006,736.5405216547562,3945.7527945790503
90390.0,44435.4290169972,1362.462138276452,3063.74442381832,0.00015138468203071688,0.0003404160470909244,41680.432417943375,44435.4290169972,2754.996599053826,30395.761791350982,6665.314352549581,1866.2880187138826,9997.97152882437
90391.0,44392.771649298804,1361.1541984135024,3060.803156738249,0.00015123935537927804,0.0003400892396375832,41640.41980704228,44392.771649298804,2752.351842256525,30366.582300663256,6658.915747394821,1864.4964092705497,9988.37362109223
90392.0,65199.162850094006,1679.7504041825919,3777.2251553899982,0.00018663893379806582,0.00041969168393222203,61156.81475338817,65199.162850094006,4042.348096705835,44599.05680732594,9779.874427514102,2738.3648397039483,14669.811641271152
90393.0,47094.0732075996,1443.9802497207409,3247.053207003524,0.00016044224996897123,0.0003607836896670583,44174.240668728424,47094.0732075996,2919.8325388711746,32214.38979367314,7064.11098113994,1977.951074719183,10596.166471709908
90394.0,45758.3050095444,1403.023521056508,3154.954581979296,0.00015589150233961198,0.00035055050910881065,42921.290098952646,45758.3050095444,2837.0149105917517,31300.66637848979,6863.74575143166,1921.8488104008647,10295.618627147489
90395.0,44840.854953367205,1412.1748108727052,3175.532486978262,0.00015690831231918943,0.0003528369429975848,42060.72194625843,44840.854953367205,2780.1330071087723,30673.090725909584,6726.1282430050815,1883.3159080414227,10089.19236450762
90396.0,45970.4157170076,1692.0964438437545,3804.9875664155265,0.0001880107159826394,0.0004227763962683919,43120.24994255313,45970.4157170076,2850.165774454472,31445.759307264718,6895.562357551141,1930.7574601143194,10343.34353632671
90397.0,35584.025219579205,1264.9400650545115,2844.447887815781,0.00014054889611716796,0.00031604976531286456,33377.81565596529,35584.025219579205,2206.209563613913,24341.01747364758,5337.6037829368815,1494.5290592223269,8006.405674405321
90398.0,35610.0584275436,1328.009728332642,2986.272163430257,0.00014755663648140466,0.0003318080181589174,33402.23480503589,35610.0584275436,2207.8236225077053,24358.825317646286,5341.50876413154,1495.6224539568311,8012.263146197309
90399.0,47878.8014007576,1738.68060305106,3909.740671164903,0.00019318673367233998,0.00043441563012943367,44910.315713910626,47878.8014007576,2968.4856868469724,32751.177932279024,7181.82021011364,2010.9096588318191,10772.73031517046
90400.0,37191.389213669594,1282.487955029329,2883.908665806844,0.00014249866166992544,0.00032043429620076045,34885.52308242208,37191.389213669594,2305.866131247516,25440.52419963592,5578.7083820504395,1562.038346974123,8368.062573075658
90413.0,5956.3798879312,129.4344692747795,291.057579344464,1.4381607697197724e-05,3.2339731038273776e-05,5587.084334879465,5956.3798879312,369.2955530517347,4074.4223296031832,893.4569831896799,250.16795529311037,1340.1854747845198
90414.0,51220.9812802324,1073.7032017201088,2414.4171692272243,0.0001193003557466788,0.0002682685743585805,48045.28044085799,51220.9812802324,3175.700839374411,35037.3740088715,7683.14719203486,2151.281213769761,11524.72078805229
90415.0,16859.5216471864,340.42123435994057,765.49948601341,3.782458159554895e-05,8.505549844593445e-05,15814.231305060843,16859.5216471864,1045.2903421255578,11532.644451524942,2528.9282470779603,708.0999091818289,3793.3923706169403
90421.0,7730.030715170399,177.35162498165107,398.8075362409951,1.970573610907234e-05,4.431194847122168e-05,7250.768810829834,7730.030715170399,479.2619043405648,5287.6764657379645,1159.50460727556,324.66129003715673,1739.2569109133397
92898.0,13720.020809040003,468.4614833344793,1053.4209448320946,5.2051275926053246e-05,0.00011704677164801052,12869.379518879521,13720.020809040003,850.6412901604817,9385.08963476955,2058.0031213560005,576.2408739796801,3087.0046820340003
90424.0,65889.57438190399,1245.6645497810946,2801.103864941292,0.00013840717219789942,0.0003112337627712547,61804.420770225945,65889.57438190399,4085.153611678048,45071.328256553345,9883.4361572856,2767.362124039968,14825.1542359284
90420.0,58082.23566949441,1179.3849338796224,2652.061870891805,0.00013104277043106917,0.00029467354121020053,54481.137057985754,58082.23566949441,3601.098611508656,39730.769765804434,8712.335350424162,2439.453898118765,13068.503025636242
90428.0,11978.080283769601,254.84221059563976,573.0590586592248,2.831580117729331e-05,6.367322873991385e-05,11235.439306175886,11978.080283769601,742.6409775937154,8193.52672129871,1796.7120425654402,503.0793719183232,2695.06806384816
90419.0,55876.6733398328,1062.7896507584894,2389.876543362008,0.00011808773897316548,0.0002655418381513342,52412.31959276316,55876.6733398328,3464.353747069639,38222.06941854937,8381.50100097492,2346.8202802729775,12572.251501462379
90429.0,7878.9922335488,169.55661793368472,381.2792601671226,1.8839624214853855e-05,4.23643622407914e-05,7390.494715068774,7878.9922335488,488.497518480026,5389.572608722786,1181.84883503232,330.9176738090496,1772.7732525484798
90418.0,57327.27263852681,1101.5156165519404,2476.958773159175,0.0001223906240613267,0.00027521764146213056,53772.98173493815,57327.27263852681,3554.2909035886623,39214.342289841734,8599.090895779022,2407.7454508181263,12898.636343668533
90432.0,9723.798988030401,225.33259526617317,506.70174264297134,2.50369550295748e-05,5.6300193626996814e-05,9120.923450772516,9723.798988030401,602.8755372578853,6651.500487012177,1458.5698482045602,408.3995574972769,2187.85477230684
90434.0,10609.041148342001,297.58207843403864,669.167632495268,3.306467538155985e-05,7.435195916614089e-05,9951.280597144796,10609.041148342001,657.7605511972051,7257.044541109183,1591.3561722513002,445.579728230364,2387.03425837695
90416.0,14929.513246830003,305.01974000128286,685.8923716722567,3.3891082222364765e-05,7.621026351913962e-05,14003.883425526543,14929.513246830003,925.6298213034606,10212.434950000841,2239.4269870245007,627.0395563668602,3359.140480536751
90448.0,42519.602042699604,1459.0791169443885,3281.0049904477087,0.0001621199018827098,0.0003645561100497455,39883.38671605223,42519.602042699604,2636.215326647376,29085.253000675883,6377.94030640494,1785.8232857933833,9566.91045960741
90449.0,40844.1581563652,1377.3179407634868,3097.1504340261,0.00015303532675149857,0.0003441278260029,38311.820350670554,40844.1581563652,2532.337805694646,27939.176673961094,6126.623723454781,1715.4546425673384,9189.93558518217
90450.0,39232.225345586,1340.3075318384574,3013.926405823395,0.00014892305909316197,0.00033488071175815493,36799.827374159664,39232.225345586,2432.3979714263332,26836.54467908678,5884.8338018379,1647.753464514612,8827.25070275685
90451.0,59971.5318419308,2010.0236387878922,4519.904407916109,0.00022333595986532133,0.0005022116008795677,56253.29686773109,59971.5318419308,3718.2349741997095,41023.13033666156,8995.72977628962,2518.8043373610935,13493.59466443443
90452.0,10141.9135687688,323.749228962686,728.008978228856,3.597213655140956e-05,8.08898864698729e-05,9513.114927505134,10141.9135687688,628.7986412636656,6937.509004961977,1521.28703531532,425.96036988828956,2281.93055297298
90453.0,69871.3885978108,1483.8951137308386,3336.8089146945154,0.00016487723485898202,0.0003707565460771684,65539.36250474653,69871.3885978108,4332.026093064269,47795.06197718024,10480.70828967162,2934.5983211080534,15721.062434507428
90454.0,56351.5814785196,1876.3625468612647,4219.3439120365665,0.00020848472742902936,0.00046881599022628517,52857.78342685138,56351.5814785196,3493.7980516682146,38546.9271947796,8452.73722177794,2366.766422097823,12679.10583266691
92893.0,4733.9500088244,176.3183278863194,396.48377847286173,1.9590925320702155e-05,4.4053753163651305e-05,4440.4451082772875,4733.9500088244,293.5049005471128,3238.227243071054,710.0925013236601,198.82590037062482,1065.13875198549
90456.0,42358.2911485188,1423.6934876367798,3201.434527772604,0.00015818816529297554,0.0003557149475302893,39732.077097310634,42358.2911485188,2626.214051208168,28974.909348722074,6353.743672277821,1779.0482282377898,9530.615508416731
90457.0,12777.849383353601,453.72570942656984,1020.2852862597333,5.0413967714063315e-05,0.000113365031806637,11985.622721585678,12777.849383353601,792.2266617679234,8740.603492623224,1916.67740750304,536.6696741008512,2875.0161112545597
90458.0,8158.5721498372,289.700970916282,651.4455664381634,3.218899676847578e-05,7.238284071535149e-05,7652.740676547293,8158.5721498372,505.8314732899071,5580.817404264142,1223.78582247558,342.66003029316244,1835.67873371337
90459.0,9131.9336656912,324.2637847592427,729.1663047014767,3.6029309417693626e-05,8.101847830016409e-05,8565.753778418346,9131.9336656912,566.1798872728541,6246.638921626996,1369.79004985368,383.5412139590304,2054.68507478052
90460.0,6370.0839773116,215.60044283009472,484.8169516841007,2.3955604758899412e-05,5.386855018712229e-05,5975.138770718281,6370.0839773116,394.9452065933192,4357.413880064064,955.51259659674,267.5435270470872,1433.26889489511
90461.0,11477.727002632799,303.56667369294564,682.624902353365,3.372963041032729e-05,7.584721137259611e-05,10766.107928469564,11477.727002632799,711.6190741632345,7851.263363401622,1721.65905039492,482.0645341105776,2582.4885755923797
90462.0,8773.394645142398,299.7559534627996,674.055616780466,3.330621705142218e-05,7.489506853116289e-05,8229.444177143569,8773.394645142398,543.9504679988295,6001.382672219862,1316.0091967713597,368.48257509598074,1974.0137951570396
90463.0,10543.0421033028,369.7758303001001,831.5086003000688,4.1086203366677786e-05,9.238984447778544e-05,9889.373492898025,10543.0421033028,653.6686104047749,7211.898330172391,1581.45631549542,442.8077683387176,2372.18447324313
90464.0,21395.2257239448,690.194810458372,1552.0288134959192,7.668831227315244e-05,0.00017244764594399103,20068.72172906022,21395.2257239448,1326.5039948845806,14635.262873875992,3209.28385859172,898.5994804056817,4813.92578788758
90465.0,28574.2616700268,796.406725193998,1790.865862343736,8.848963613266644e-05,0.00019898509581597068,26802.657446485136,28574.2616700268,1771.6042235416644,19546.035006292786,4286.13925050402,1200.1189901411258,6429.2088757560305
90478.0,61785.7139538548,1767.0281530171942,3973.485666939761,0.0001963364614463549,0.00044149840743775115,57954.9996887158,61785.7139538548,3830.7142651390022,42264.10963043813,9267.85709307822,2594.9999860619014,13901.785639617328
90479.0,68152.721896168,1943.3412238380386,4369.957106825781,0.00021592680264867096,0.000485550789647309,63927.253138605585,68152.721896168,4225.468757562419,46619.41936907402,10222.9082844252,2862.414319639056,15334.3624266378
90480.0,68888.6180337264,1940.2224081212955,4362.944167126532,0.00021558026756903284,0.0004847715741251702,64617.523715635354,68888.6180337264,4271.09431809104,47122.80426250768,10333.292705058959,2893.321957416508,15499.939057588437
90481.0,45378.799191616796,1188.6771375292938,2672.957620103164,0.00013207523750325483,0.00029699529112257373,42565.31364173655,45378.799191616796,2813.4855498802426,31041.067929789166,6806.81987874252,1905.9095660479054,10210.22981811378
90482.0,54261.4609329156,1543.2078688598403,3470.184160213167,0.0001714675409844267,0.000385576017801463,50897.25035507483,54261.4609329156,3364.2105778407713,37117.19403759355,8139.2191399373405,2278.9813591824554,12208.82870990601
90483.0,49109.96179096281,1363.9848169997392,3067.168579321908,0.0001515538685555266,0.0003407965088135453,46065.14415992311,49109.96179096281,3044.8176310396957,33593.34506727641,7366.494268644421,2062.618395220438,11049.74140296663
90484.0,57329.6701363932,1492.4845571427484,3356.1233814638595,0.0001658316174603054,0.0003729025979404288,53775.23058793682,57329.6701363932,3554.4395484563793,39215.98228242545,8599.45052045898,2407.846145728515,12899.17578068847
90485.0,17203.1328508312,368.7218059714544,829.1383040941789,4.096908955238383e-05,9.212647823268653e-05,16136.538614079665,17203.1328508312,1066.5942367515345,11767.689426354185,2580.46992762468,722.5315797349105,3870.70489143702
90494.0,75382.9647778116,2213.243538809182,4976.881215761599,0.00024591594875657583,0.0005529868017512888,70709.22096158729,75382.9647778116,4673.74381622432,51565.2192676186,11307.444716671742,3166.0845206680874,16961.167075007612
90495.0,54459.9330440256,1598.94318874349,3595.515555840697,0.00017766035430483222,0.0003995017284267441,51083.41719529601,54459.9330440256,3376.515848729592,37252.95757459504,8168.98995660384,2287.3171878490753,12253.484934905759
90496.0,68139.67136532921,2000.5801847194705,4498.669940158208,0.0002222866871910523,0.0004998522155731343,63915.0117406788,68139.67136532921,4224.659624650412,46610.49223963245,10220.950704799383,2861.866197343827,15331.42605719907
90497.0,12547.1467584736,368.38391193610914,828.3790059993878,4.09315457706788e-05,9.204211177770974e-05,11769.223659448237,12547.1467584736,777.9230990253636,8582.792885510384,1882.07201377104,526.9801638558912,2823.10802065656
90498.0,49815.4142291988,1563.1001223436426,3514.9154577936747,0.00017367779137151586,0.000390546161977075,46726.85854698847,49815.4142291988,3088.5556822103317,34075.90514922244,7472.312134379821,2092.24739762635,11208.46820156973
90499.0,58631.1948271868,1721.4114477956891,3870.9078334009523,0.00019126793864396543,0.0004301008703778835,54996.06074790122,58631.1948271868,3635.1340792855844,40106.28165259225,8794.67922407802,2462.5101827418457,13192.01883611703
90500.0,12580.5081674636,369.3634634388095,830.5814438807244,4.104038482653438e-05,9.228682709785826e-05,11800.516661080856,12580.5081674636,779.9915063827448,8605.613537029152,1887.0762251195401,528.3813430334712,2830.6143376793098
90501.0,8375.884975312401,245.91597428751203,552.9867766568502,2.7323997143056885e-05,6.14429751840945e-05,7856.580106843032,8375.884975312401,519.3048684693695,5729.468807513179,1256.3827462968602,351.78716896312085,1884.5741194452903
90502.0,48141.576214076806,1178.3112750047085,2649.648258044125,0.00013092347500052317,0.0002944053620049028,45156.798488804045,48141.576214076806,2984.777725272761,32930.92730810619,7221.236432111521,2021.9462009912259,10831.85464816728
90426.0,59960.4943045836,1408.8604487793796,3168.0797276758253,0.00015654004986437548,0.00035200885863064733,56242.94365769941,59960.4943045836,3717.550646884185,41015.58018212518,8994.07414568754,2518.3407607925114,13491.11121853131
90422.0,14687.705230889604,265.08807592964143,596.0986746851098,2.9454230658849042e-05,6.623318607612333e-05,13777.067506574447,14687.705230889604,910.6377243151564,10047.027773467178,2203.155784633441,616.8836196973634,3304.7336769501608
90506.0,9891.035773164,282.0380024024157,634.2137922276561,3.133755582249063e-05,7.046819913640622e-05,9277.791555227832,9891.035773164,613.2442179361678,6765.897705540836,1483.6553659746,415.423502472888,2225.4830489619
90507.0,37043.7621516508,1036.1282002060318,2329.9230178452717,0.00011512535557844795,0.00025888033531614124,34747.048898248446,37043.7621516508,2296.713253402355,25339.54088271185,5556.564322747621,1555.8380103693337,8334.84648412143
