"","route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id","distance","end","start","trip_duration","dwell_minutes","driving_minutes","total_dist"
"129","9949","16","1096850","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83346","114182",16.0953,"11:38:00","11:00:00",2280,637,675,284.3685
"130","9949","16","1096851","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83346","114182",16.0953,"10:08:00","9:30:00",2280,637,675,284.3685
"131","9949","16","1096852","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83346","114182",16.0953,"8:38:00","8:00:00",2280,637,675,284.3685
"132","9949","16","1096853","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"19:52:00","19:15:00",2220,637,675,284.3685
"133","9949","16","1096854","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"18:22:00","17:45:00",2220,637,675,284.3685
"134","9949","16","1096855","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"15:22:00","14:45:00",2220,637,675,284.3685
"135","9949","16","1096856","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"16:52:00","16:15:00",2220,637,675,284.3685
"136","9949","16","1096857","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"13:52:00","13:15:00",2220,637,675,284.3685
"137","9949","16","1096858","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"12:22:00","11:45:00",2220,637,675,284.3685
"138","9949","16","1096859","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"10:52:00","10:15:00",2220,637,675,284.3685
"139","9949","16","1096860","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"9:22:00","8:45:00",2220,637,675,284.3685
"140","9949","16","1096861","502 BLACK ROCK AVE-Downtown New Britain",1,"83346","114183",15.5012,"7:52:00","7:15:00",2220,637,675,284.3685
"141","9949","14","1096862","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"5:38:00","5:00:00",2280,232,1200,505.544
"142","9949","14","1096863","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83348","114182",16.0953,"6:38:00","6:00:00",2280,232,1200,505.544
"143","9949","14","1096864","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"7:38:00","7:00:00",2280,232,1200,505.544
"144","9949","14","1096865","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"25:08:00","24:30:00",2280,232,1200,505.544
"145","9949","14","1096866","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"23:38:00","23:00:00",2280,232,1200,505.544
"146","9949","14","1096867","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"22:08:00","21:30:00",2280,232,1200,505.544
"147","9949","14","1096868","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"20:38:00","20:00:00",2280,232,1200,505.544
"148","9949","14","1096869","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"19:08:00","18:30:00",2280,232,1200,505.544
"149","9949","14","1096870","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"14:38:00","14:00:00",2280,232,1200,505.544
"150","9949","14","1096871","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83349","114182",16.0953,"17:38:00","17:00:00",2280,232,1200,505.544
"151","9949","14","1096872","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"16:38:00","16:00:00",2280,232,1200,505.544
"152","9949","14","1096873","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83349","114182",16.0953,"15:38:00","15:00:00",2280,232,1200,505.544
"153","9949","14","1096874","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"13:08:00","12:30:00",2280,232,1200,505.544
"154","9949","14","1096875","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"11:38:00","11:00:00",2280,232,1200,505.544
"155","9949","14","1096876","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83347","114182",16.0953,"10:08:00","9:30:00",2280,232,1200,505.544
"156","9949","14","1096877","502 BLACK ROCK AVE-Plainville Ctr-Bristol Hall",0,"83348","114182",16.0953,"8:38:00","8:00:00",2280,232,1200,505.544
"157","9949","14","1096878","502 BLACK ROCK AVE-Downtown New Britain",1,"83348","114183",15.5012,"5:52:00","5:15:00",2220,232,1200,505.544
"158","9949","14","1096879","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"24:22:00","23:45:00",2220,232,1200,505.544
"159","9949","14","1096880","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"22:52:00","22:15:00",2220,232,1200,505.544
"160","9949","14","1096881","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"21:22:00","20:45:00",2220,232,1200,505.544
"161","9949","14","1096882","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"19:52:00","19:15:00",2220,232,1200,505.544
"162","9949","14","1096883","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"17:52:00","17:15:00",2220,232,1200,505.544
"163","9949","14","1096884","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"15:22:00","14:45:00",2220,232,1200,505.544
"164","9949","14","1096885","502 BLACK ROCK AVE-Downtown New Britain",1,"83349","114183",15.5012,"18:52:00","18:15:00",2220,232,1200,505.544
"165","9949","14","1096886","502 BLACK ROCK AVE-Downtown New Britain",1,"83349","114183",15.5012,"16:52:00","16:15:00",2220,232,1200,505.544
"166","9949","14","1096887","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"13:52:00","13:15:00",2220,232,1200,505.544
"167","9949","14","1096888","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"12:22:00","11:45:00",2220,232,1200,505.544
"168","9949","14","1096889","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"10:52:00","10:15:00",2220,232,1200,505.544
"169","9949","14","1096890","502 BLACK ROCK AVE-Downtown New Britain",1,"83348","114183",15.5012,"9:52:00","9:15:00",2220,232,1200,505.544
"170","9949","14","1096891","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"8:52:00","8:15:00",2220,232,1200,505.544
"171","9949","14","1096892","502 BLACK ROCK AVE-Downtown New Britain",1,"83348","114183",15.5012,"7:52:00","7:15:00",2220,232,1200,505.544
"172","9949","14","1096893","502 BLACK ROCK AVE-Downtown New Britain",1,"83347","114183",15.5012,"6:52:00","6:15:00",2220,232,1200,505.544
"173","9950","15","1096922","503 CORBIN AVE-Connecticut Commons-Tunxis Comm College",0,"83353","114184",16.627,"25:03:00","24:30:00",1980,297,1211,594.0789
"174","9950","15","1096923","503 CORBIN AVE-Connecticut Commons-Tunxis Comm College",0,"83354","114184",16.627,"23:33:00","23:00:00",1980,297,1211,594.0789
"175","9950","15","1096924","503 CORBIN AVE-Connecticut Commons-Tunxis Comm College",0,"83353","114184",16.627,"22:03:00","21:30:00",1980,297,1211,594.0789
