"","trip_id","distance","end","start","trip_duration"
"10404","1206490",11.0857,"19:10:00","18:42:00",1680
"10405","1206491",11.0474,"18:10:00","17:42:00",1680
"10406","1206492",10.247,"8:10:00","7:45:00",1500
"10407","1206493",10.247,"8:40:00","8:15:00",1500
"10408","1206494",10.247,"7:40:00","7:15:00",1500
"10409","1206495",10.6413,"18:58:00","18:25:00",1980
"10410","1206496",6.7055,"5:26:00","5:11:00",900
"10411","1206497",15.8677,"7:35:00","7:00:00",2100
"10412","1206498",15.8677,"16:09:00","15:35:00",2040
"10413","1206499",15.8677,"17:01:00","16:20:00",2460
"10414","1206500",15.8677,"17:37:00","16:55:00",2520
"10415","1206501",15.8677,"17:58:00","17:20:00",2280
"10416","1206502",13.6273,"8:10:00","7:35:00",2100
"10417","1206503",11.1059,"9:05:00","8:40:00",1500
"10418","1206504",11.1059,"10:05:00","9:40:00",1500
"10419","1206505",11.1059,"11:05:00","10:40:00",1500
"10420","1206506",11.1059,"12:07:00","11:40:00",1620
"10421","1206507",11.1059,"13:07:00","12:40:00",1620
"10422","1206508",11.1059,"14:07:00","13:40:00",1620
"10423","1206509",11.1059,"15:07:00","14:40:00",1620
"10424","1206510",10.247,"9:35:00","9:10:00",1500
"10425","1206511",10.247,"10:35:00","10:10:00",1500
"10426","1206512",10.247,"11:35:00","11:10:00",1500
"10427","1206513",10.247,"12:38:00","12:10:00",1680
"10428","1206514",10.247,"13:38:00","13:10:00",1680
"10429","1206515",10.247,"14:38:00","14:10:00",1680
"10430","1206516",10.247,"15:33:00","15:05:00",1680
"10431","1206517",10.247,"16:26:00","16:00:00",1560
"10432","1206518",10.247,"17:02:00","16:35:00",1620
"10433","1206519",10.247,"17:35:00","17:05:00",1800
"10434","1206520",10.247,"18:14:00","17:40:00",2040
"10435","1206521",10.6413,"6:26:00","6:00:00",1560
"10436","1206522",19.3559,"6:56:00","6:15:00",2460
"10437","1206523",10.6413,"6:56:00","6:30:00",1560
