GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US090010101011,090010101011,"Block Group 1, Census Tract 101.01, Fairfield County, Connecticut",1058,262,970,247,33,49,0,12,34,56,0,12,0,12,21,37,0,12,21,37
1500000US090010101012,090010101012,"Block Group 2, Census Tract 101.01, Fairfield County, Connecticut",600,146,580,138,0,12,0,12,20,32,0,12,0,12,0,12,0,12,0,12
1500000US090010101013,090010101013,"Block Group 3, Census Tract 101.01, Fairfield County, Connecticut",1221,306,1007,258,24,35,9,15,78,68,0,12,2,4,101,125,1,3,100,126
1500000US090010101014,090010101014,"Block Group 4, Census Tract 101.01, Fairfield County, Connecticut",1393,251,1225,252,21,20,16,25,120,89,0,12,11,19,0,12,0,12,0,12
1500000US090010101021,090010101021,"Block Group 1, Census Tract 101.02, Fairfield County, Connecticut",1358,269,1220,250,0,12,0,12,114,106,0,12,0,12,24,28,0,12,24,28
1500000US090010101022,090010101022,"Block Group 2, Census Tract 101.02, Fairfield County, Connecticut",1707,294,1426,301,71,109,11,17,137,93,0,12,0,12,62,68,35,54,27,40
1500000US090010101023,090010101023,"Block Group 3, Census Tract 101.02, Fairfield County, Connecticut",1302,310,1152,330,27,33,0,12,121,121,0,12,2,4,0,12,0,12,0,12
1500000US090010102011,090010102011,"Block Group 1, Census Tract 102.01, Fairfield County, Connecticut",961,186,802,165,0,12,0,12,91,91,0,12,59,90,9,14,0,12,9,14
1500000US090010102012,090010102012,"Block Group 2, Census Tract 102.01, Fairfield County, Connecticut",966,177,900,172,11,25,0,12,35,43,0,12,12,29,8,13,0,12,8,13
1500000US090010102013,090010102013,"Block Group 3, Census Tract 102.01, Fairfield County, Connecticut",1286,227,1110,211,11,17,0,12,165,107,0,12,0,12,0,12,0,12,0,12
1500000US090010102021,090010102021,"Block Group 1, Census Tract 102.02, Fairfield County, Connecticut",1188,277,1029,287,13,21,0,12,146,93,0,12,0,12,0,12,0,12,0,12
1500000US090010102022,090010102022,"Block Group 2, Census Tract 102.02, Fairfield County, Connecticut",2094,282,1659,232,0,12,0,12,224,143,0,12,111,107,100,76,0,12,100,76
1500000US090010102023,090010102023,"Block Group 3, Census Tract 102.02, Fairfield County, Connecticut",1472,253,1243,272,0,12,0,12,219,130,0,12,10,17,0,12,0,12,0,12
1500000US090010102024,090010102024,"Block Group 4, Census Tract 102.02, Fairfield County, Connecticut",611,155,493,116,0,12,0,12,86,103,0,12,0,12,32,51,0,12,32,51
1500000US090010103001,090010103001,"Block Group 1, Census Tract 103, Fairfield County, Connecticut",735,200,687,200,0,12,0,12,24,27,0,12,0,12,24,39,0,12,24,39
1500000US090010103002,090010103002,"Block Group 2, Census Tract 103, Fairfield County, Connecticut",1126,269,1054,272,9,14,0,12,30,36,0,12,0,12,33,41,8,12,25,39
1500000US090010103003,090010103003,"Block Group 3, Census Tract 103, Fairfield County, Connecticut",513,201,339,124,10,16,0,12,121,170,0,12,0,12,43,59,0,12,43,59
1500000US090010103004,090010103004,"Block Group 4, Census Tract 103, Fairfield County, Connecticut",807,195,775,188,12,28,0,12,9,14,0,12,11,25,0,12,0,12,0,12
1500000US090010103005,090010103005,"Block Group 5, Census Tract 103, Fairfield County, Connecticut",867,179,823,185,17,25,0,12,27,30,0,12,0,12,0,12,0,12,0,12
1500000US090010104001,090010104001,"Block Group 1, Census Tract 104, Fairfield County, Connecticut",678,208,535,125,8,12,0,12,105,163,0,12,3,9,27,42,0,12,27,42
1500000US090010104002,090010104002,"Block Group 2, Census Tract 104, Fairfield County, Connecticut",1133,319,1093,319,0,12,0,12,40,48,0,12,0,12,0,12,0,12,0,12
1500000US090010104003,090010104003,"Block Group 3, Census Tract 104, Fairfield County, Connecticut",1502,502,1058,419,327,332,0,12,0,12,0,12,10,18,107,113,0,12,107,113
1500000US090010104004,090010104004,"Block Group 4, Census Tract 104, Fairfield County, Connecticut",1256,364,1201,362,33,40,8,20,0,12,0,12,0,12,14,21,0,12,14,21
1500000US090010104005,090010104005,"Block Group 5, Census Tract 104, Fairfield County, Connecticut",616,249,538,263,0,12,0,12,0,12,0,12,78,96,0,12,0,12,0,12
1500000US090010104006,090010104006,"Block Group 6, Census Tract 104, Fairfield County, Connecticut",635,294,442,190,0,12,0,12,193,175,0,12,0,12,0,12,0,12,0,12
1500000US090010105001,090010105001,"Block Group 1, Census Tract 105, Fairfield County, Connecticut",854,327,460,236,220,202,0,12,151,134,0,12,0,12,23,36,0,12,23,36
1500000US090010105002,090010105002,"Block Group 2, Census Tract 105, Fairfield County, Connecticut",517,294,390,278,42,65,0,12,71,90,0,12,14,23,0,12,0,12,0,12
1500000US090010105003,090010105003,"Block Group 3, Census Tract 105, Fairfield County, Connecticut",916,286,723,295,62,62,0,12,26,28,0,12,0,12,105,91,22,38,83,91
1500000US090010105004,090010105004,"Block Group 4, Census Tract 105, Fairfield County, Connecticut",1203,513,1063,513,74,56,0,12,50,97,0,12,0,12,16,25,0,12,16,25
1500000US090010105005,090010105005,"Block Group 5, Census Tract 105, Fairfield County, Connecticut",661,329,563,318,63,99,0,12,14,22,0,12,8,13,13,20,0,12,13,20
1500000US090010105006,090010105006,"Block Group 6, Census Tract 105, Fairfield County, Connecticut",1761,400,1473,379,107,172,0,12,47,60,0,12,54,87,80,69,48,75,32,45
1500000US090010106001,090010106001,"Block Group 1, Census Tract 106, Fairfield County, Connecticut",741,166,477,125,155,149,0,12,41,44,0,12,16,19,52,49,0,12,52,49
1500000US090010106002,090010106002,"Block Group 2, Census Tract 106, Fairfield County, Connecticut",528,233,289,81,133,216,0,12,106,78,0,12,0,12,0,12,0,12,0,12
1500000US090010106003,090010106003,"Block Group 3, Census Tract 106, Fairfield County, Connecticut",599,130,512,114,15,23,0,12,72,56,0,12,0,12,0,12,0,12,0,12
1500000US090010107001,090010107001,"Block Group 1, Census Tract 107, Fairfield County, Connecticut",695,239,594,240,0,12,0,12,84,78,0,12,0,12,17,26,0,12,17,26
1500000US090010107002,090010107002,"Block Group 2, Census Tract 107, Fairfield County, Connecticut",988,200,786,181,70,72,0,12,73,81,0,12,0,12,59,55,0,12,59,55
1500000US090010107003,090010107003,"Block Group 3, Census Tract 107, Fairfield County, Connecticut",1278,378,866,331,173,120,0,12,81,60,0,12,158,229,0,12,0,12,0,12
1500000US090010107004,090010107004,"Block Group 4, Census Tract 107, Fairfield County, Connecticut",876,327,834,323,8,13,0,12,26,25,0,12,0,12,8,14,0,12,8,14
1500000US090010108001,090010108001,"Block Group 1, Census Tract 108, Fairfield County, Connecticut",540,160,394,130,0,12,0,12,135,132,0,12,0,12,11,14,0,12,11,14
1500000US090010108002,090010108002,"Block Group 2, Census Tract 108, Fairfield County, Connecticut",1661,247,1475,238,9,17,0,12,105,113,0,12,12,16,60,63,0,12,60,63
1500000US090010108003,090010108003,"Block Group 3, Census Tract 108, Fairfield County, Connecticut",876,162,779,150,12,17,0,12,58,53,0,12,0,12,27,41,0,12,27,41
1500000US090010108004,090010108004,"Block Group 4, Census Tract 108, Fairfield County, Connecticut",578,187,508,160,50,76,0,12,20,31,0,12,0,12,0,12,0,12,0,12
1500000US090010109001,090010109001,"Block Group 1, Census Tract 109, Fairfield County, Connecticut",1486,265,1140,261,0,12,0,12,254,132,0,12,41,68,51,48,0,12,51,48
1500000US090010109002,090010109002,"Block Group 2, Census Tract 109, Fairfield County, Connecticut",1840,364,1458,383,79,120,11,17,214,122,0,12,32,46,46,52,24,36,22,36
1500000US090010109003,090010109003,"Block Group 3, Census Tract 109, Fairfield County, Connecticut",1035,235,863,249,0,12,0,12,172,128,0,12,0,12,0,12,0,12,0,12
1500000US090010109004,090010109004,"Block Group 4, Census Tract 109, Fairfield County, Connecticut",992,176,833,157,13,20,0,12,60,74,0,12,8,13,78,83,0,12,78,83
1500000US090010110001,090010110001,"Block Group 1, Census Tract 110, Fairfield County, Connecticut",668,147,550,132,15,23,0,12,87,61,0,12,0,12,16,28,0,12,16,28
1500000US090010110002,090010110002,"Block Group 2, Census Tract 110, Fairfield County, Connecticut",2294,326,2103,302,1,4,0,12,153,136,0,12,0,12,37,50,9,15,28,47
1500000US090010110003,090010110003,"Block Group 3, Census Tract 110, Fairfield County, Connecticut",837,180,780,179,0,12,0,12,0,12,0,12,30,45,27,44,0,12,27,44
1500000US090010110004,090010110004,"Block Group 4, Census Tract 110, Fairfield County, Connecticut",784,274,679,251,0,12,0,12,41,43,0,12,0,12,64,58,0,12,64,58
1500000US090010110005,090010110005,"Block Group 5, Census Tract 110, Fairfield County, Connecticut",791,167,658,173,0,12,0,12,50,38,0,12,34,53,49,63,0,12,49,63
1500000US090010111001,090010111001,"Block Group 1, Census Tract 111, Fairfield County, Connecticut",1368,241,1287,230,0,12,0,12,67,62,0,12,6,10,8,13,0,12,8,13
1500000US090010111002,090010111002,"Block Group 2, Census Tract 111, Fairfield County, Connecticut",1015,289,844,224,40,52,13,21,89,112,0,12,0,12,29,44,0,12,29,44
1500000US090010111003,090010111003,"Block Group 3, Census Tract 111, Fairfield County, Connecticut",781,206,763,205,0,12,0,12,6,10,0,12,12,20,0,12,0,12,0,12
1500000US090010111004,090010111004,"Block Group 4, Census Tract 111, Fairfield County, Connecticut",1354,233,1208,233,0,12,0,12,99,80,0,12,8,13,39,33,9,15,30,30
1500000US090010112001,090010112001,"Block Group 1, Census Tract 112, Fairfield County, Connecticut",936,168,859,158,0,12,0,12,61,47,0,12,5,9,11,12,0,12,11,12
1500000US090010112002,090010112002,"Block Group 2, Census Tract 112, Fairfield County, Connecticut",700,149,691,149,2,5,0,12,0,12,0,12,0,12,7,12,0,12,7,12
1500000US090010113001,090010113001,"Block Group 1, Census Tract 113, Fairfield County, Connecticut",1951,298,1526,333,75,86,8,15,119,143,0,12,108,89,115,63,37,43,78,52
1500000US090010113002,090010113002,"Block Group 2, Census Tract 113, Fairfield County, Connecticut",877,217,617,210,0,12,0,12,62,67,18,30,147,122,33,36,33,36,0,12
1500000US090010113003,090010113003,"Block Group 3, Census Tract 113, Fairfield County, Connecticut",716,302,390,163,0,12,0,12,53,67,0,12,157,158,116,140,1,2,115,140
1500000US090010201001,090010201001,"Block Group 1, Census Tract 201, Fairfield County, Connecticut",2202,460,1096,241,551,450,0,12,218,185,0,12,203,162,134,99,28,56,106,87
1500000US090010201002,090010201002,"Block Group 2, Census Tract 201, Fairfield County, Connecticut",1108,311,815,352,158,147,16,28,33,45,0,12,86,127,0,12,0,12,0,12
1500000US090010201003,090010201003,"Block Group 3, Census Tract 201, Fairfield County, Connecticut",1341,288,634,222,487,155,10,18,147,127,0,12,63,60,0,12,0,12,0,12
1500000US090010202001,090010202001,"Block Group 1, Census Tract 202, Fairfield County, Connecticut",1553,321,1511,326,30,52,0,12,0,12,0,12,0,12,12,19,0,12,12,19
1500000US090010202002,090010202002,"Block Group 2, Census Tract 202, Fairfield County, Connecticut",2109,263,1701,283,84,66,0,12,241,106,0,12,0,12,83,71,0,12,83,71
1500000US090010203001,090010203001,"Block Group 1, Census Tract 203, Fairfield County, Connecticut",1139,232,1060,232,0,12,15,25,64,85,0,12,0,12,0,12,0,12,0,12
1500000US090010203002,090010203002,"Block Group 2, Census Tract 203, Fairfield County, Connecticut",1858,319,1767,313,35,46,0,12,56,64,0,12,0,12,0,12,0,12,0,12
1500000US090010203003,090010203003,"Block Group 3, Census Tract 203, Fairfield County, Connecticut",1909,451,1804,432,0,12,0,12,36,38,0,12,0,12,69,70,0,12,69,70
1500000US090010203004,090010203004,"Block Group 4, Census Tract 203, Fairfield County, Connecticut",2324,386,1967,344,100,104,0,12,185,241,0,12,28,40,44,70,0,12,44,70
1500000US090010204001,090010204001,"Block Group 1, Census Tract 204, Fairfield County, Connecticut",1756,296,1641,294,21,34,0,12,73,75,0,12,0,12,21,32,0,12,21,32
1500000US090010204002,090010204002,"Block Group 2, Census Tract 204, Fairfield County, Connecticut",1976,371,1430,268,103,150,0,12,238,150,0,12,140,199,65,76,0,12,65,76
1500000US090010205001,090010205001,"Block Group 1, Census Tract 205, Fairfield County, Connecticut",1079,257,877,226,138,172,0,12,53,79,0,12,0,12,11,15,1,2,10,15
1500000US090010205002,090010205002,"Block Group 2, Census Tract 205, Fairfield County, Connecticut",1187,247,1159,247,13,22,0,12,15,22,0,12,0,12,0,12,0,12,0,12
1500000US090010205003,090010205003,"Block Group 3, Census Tract 205, Fairfield County, Connecticut",2538,310,2388,301,29,42,25,41,73,94,0,12,16,20,7,11,0,12,7,11
1500000US090010206001,090010206001,"Block Group 1, Census Tract 206, Fairfield County, Connecticut",1337,234,983,247,226,215,0,12,85,82,0,12,10,18,33,40,0,12,33,40
1500000US090010206002,090010206002,"Block Group 2, Census Tract 206, Fairfield County, Connecticut",2046,384,1638,367,25,28,0,12,304,247,0,12,41,47,38,58,0,12,38,58
1500000US090010206003,090010206003,"Block Group 3, Census Tract 206, Fairfield County, Connecticut",2081,355,1458,347,110,126,0,12,351,217,0,12,0,12,162,178,86,145,76,104
1500000US090010207001,090010207001,"Block Group 1, Census Tract 207, Fairfield County, Connecticut",749,235,664,225,0,12,0,12,16,25,0,12,0,12,69,104,0,12,69,104
1500000US090010207002,090010207002,"Block Group 2, Census Tract 207, Fairfield County, Connecticut",985,242,859,250,0,12,0,12,0,12,0,12,126,138,0,12,0,12,0,12
1500000US090010207003,090010207003,"Block Group 3, Census Tract 207, Fairfield County, Connecticut",1199,264,1072,259,44,41,0,12,73,70,0,12,0,12,10,16,0,12,10,16
1500000US090010207004,090010207004,"Block Group 4, Census Tract 207, Fairfield County, Connecticut",1536,397,1377,374,66,85,0,12,63,95,0,12,11,19,19,31,0,12,19,31
1500000US090010208001,090010208001,"Block Group 1, Census Tract 208, Fairfield County, Connecticut",878,131,743,121,47,54,0,12,46,45,0,12,0,12,42,45,14,22,28,38
1500000US090010208002,090010208002,"Block Group 2, Census Tract 208, Fairfield County, Connecticut",897,129,777,123,0,12,0,12,60,36,0,12,0,12,60,47,0,12,60,47
1500000US090010208003,090010208003,"Block Group 3, Census Tract 208, Fairfield County, Connecticut",1127,154,933,153,63,59,0,12,118,73,0,12,6,14,7,12,0,12,7,12
1500000US090010209001,090010209001,"Block Group 1, Census Tract 209, Fairfield County, Connecticut",2039,425,1709,408,30,42,0,12,276,163,0,12,0,12,24,36,0,12,24,36
1500000US090010209002,090010209002,"Block Group 2, Census Tract 209, Fairfield County, Connecticut",1271,381,662,251,246,124,0,12,111,85,0,12,84,153,168,189,0,12,168,189
1500000US090010209003,090010209003,"Block Group 3, Census Tract 209, Fairfield County, Connecticut",1454,362,1168,320,215,152,0,12,71,88,0,12,0,12,0,12,0,12,0,12
1500000US090010210001,090010210001,"Block Group 1, Census Tract 210, Fairfield County, Connecticut",991,282,605,113,166,206,0,12,65,49,0,12,24,47,131,136,29,36,102,134
1500000US090010210002,090010210002,"Block Group 2, Census Tract 210, Fairfield County, Connecticut",2225,303,1985,293,45,57,22,33,149,102,0,12,0,12,24,24,14,22,10,14
1500000US090010211001,090010211001,"Block Group 1, Census Tract 211, Fairfield County, Connecticut",2300,554,1257,337,373,343,0,12,376,264,0,12,280,351,14,21,2,4,12,19
1500000US090010211002,090010211002,"Block Group 2, Census Tract 211, Fairfield County, Connecticut",1750,431,1095,354,305,367,16,25,201,200,0,12,44,70,89,89,0,12,89,89
1500000US090010211003,090010211003,"Block Group 3, Census Tract 211, Fairfield County, Connecticut",2026,494,1951,466,0,12,0,12,0,12,0,12,0,12,75,119,0,12,75,119
1500000US090010212001,090010212001,"Block Group 1, Census Tract 212, Fairfield County, Connecticut",2081,248,1610,231,120,121,20,33,248,109,0,12,25,37,58,46,24,36,34,45
1500000US090010212002,090010212002,"Block Group 2, Census Tract 212, Fairfield County, Connecticut",1260,238,1084,229,22,32,0,12,99,91,0,12,55,80,0,12,0,12,0,12
1500000US090010212003,090010212003,"Block Group 3, Census Tract 212, Fairfield County, Connecticut",971,237,725,165,177,228,0,12,26,42,0,12,9,14,34,45,10,16,24,43
1500000US090010213001,090010213001,"Block Group 1, Census Tract 213, Fairfield County, Connecticut",1108,337,820,334,27,31,0,12,112,146,0,12,106,131,43,50,8,13,35,54
1500000US090010213002,090010213002,"Block Group 2, Census Tract 213, Fairfield County, Connecticut",1403,294,907,218,285,196,0,12,95,124,0,12,91,114,25,25,14,22,11,16
1500000US090010213003,090010213003,"Block Group 3, Census Tract 213, Fairfield County, Connecticut",1920,316,996,269,528,274,0,12,239,153,0,12,136,120,21,22,9,13,12,18
1500000US090010214001,090010214001,"Block Group 1, Census Tract 214, Fairfield County, Connecticut",318,459,35,57,283,456,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090010214002,090010214002,"Block Group 2, Census Tract 214, Fairfield County, Connecticut",1330,640,533,554,444,342,0,12,129,172,0,12,224,175,0,12,0,12,0,12
1500000US090010214003,090010214003,"Block Group 3, Census Tract 214, Fairfield County, Connecticut",1492,711,282,155,120,120,0,12,42,65,0,12,962,676,86,146,0,12,86,146
1500000US090010214004,090010214004,"Block Group 4, Census Tract 214, Fairfield County, Connecticut",4218,816,2301,775,1270,469,0,12,231,211,0,12,387,330,29,38,9,18,20,34
1500000US090010215001,090010215001,"Block Group 1, Census Tract 215, Fairfield County, Connecticut",1392,392,555,321,213,183,0,12,110,94,0,12,472,289,42,70,42,70,0,12
1500000US090010215002,090010215002,"Block Group 2, Census Tract 215, Fairfield County, Connecticut",1465,301,228,152,670,245,0,12,0,12,0,12,518,275,49,54,24,37,25,39
1500000US090010215003,090010215003,"Block Group 3, Census Tract 215, Fairfield County, Connecticut",1320,273,507,187,564,223,0,12,0,12,0,12,97,100,152,143,152,143,0,12
1500000US090010215004,090010215004,"Block Group 4, Census Tract 215, Fairfield County, Connecticut",2044,463,808,419,711,250,0,12,20,33,0,12,316,216,189,148,27,41,162,129
1500000US090010216001,090010216001,"Block Group 1, Census Tract 216, Fairfield County, Connecticut",1201,395,599,276,0,12,0,12,477,290,0,12,0,12,125,193,125,193,0,12
1500000US090010216002,090010216002,"Block Group 2, Census Tract 216, Fairfield County, Connecticut",1809,662,735,333,696,600,0,12,325,272,0,12,27,36,26,31,4,8,22,30
1500000US090010216003,090010216003,"Block Group 3, Census Tract 216, Fairfield County, Connecticut",1090,278,579,181,65,71,0,12,415,189,0,12,0,12,31,49,0,12,31,49
1500000US090010216004,090010216004,"Block Group 4, Census Tract 216, Fairfield County, Connecticut",3481,682,1619,381,330,226,0,12,1004,444,0,12,104,100,424,319,261,296,163,158
1500000US090010217001,090010217001,"Block Group 1, Census Tract 217, Fairfield County, Connecticut",2159,546,905,324,284,196,0,12,508,305,0,12,394,334,68,76,68,76,0,12
1500000US090010217002,090010217002,"Block Group 2, Census Tract 217, Fairfield County, Connecticut",189,100,110,103,79,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090010217003,090010217003,"Block Group 3, Census Tract 217, Fairfield County, Connecticut",1100,336,854,286,67,75,0,12,150,193,15,25,0,12,14,24,0,12,14,24
1500000US090010217004,090010217004,"Block Group 4, Census Tract 217, Fairfield County, Connecticut",2508,574,1111,338,381,234,0,12,671,303,0,12,334,349,11,19,0,12,11,19
1500000US090010217005,090010217005,"Block Group 5, Census Tract 217, Fairfield County, Connecticut",1018,293,708,243,140,111,0,12,143,121,0,12,0,12,27,31,0,12,27,31
1500000US090010218011,090010218011,"Block Group 1, Census Tract 218.01, Fairfield County, Connecticut",1102,492,561,354,85,93,0,12,19,29,0,12,437,398,0,12,0,12,0,12
1500000US090010218012,090010218012,"Block Group 2, Census Tract 218.01, Fairfield County, Connecticut",2194,327,1377,316,80,67,0,12,559,206,0,12,126,161,52,60,36,57,16,19
1500000US090010218013,090010218013,"Block Group 3, Census Tract 218.01, Fairfield County, Connecticut",1252,358,712,217,45,49,22,31,23,27,30,48,420,272,0,12,0,12,0,12
1500000US090010218021,090010218021,"Block Group 1, Census Tract 218.02, Fairfield County, Connecticut",1756,405,1387,380,155,118,0,12,173,118,0,12,41,55,0,12,0,12,0,12
1500000US090010218022,090010218022,"Block Group 2, Census Tract 218.02, Fairfield County, Connecticut",1465,339,696,241,202,158,0,12,206,151,0,12,323,223,38,41,6,13,32,39
1500000US090010218023,090010218023,"Block Group 3, Census Tract 218.02, Fairfield County, Connecticut",1851,443,339,159,691,276,140,220,51,51,0,12,581,343,49,49,17,27,32,39
1500000US090010219001,090010219001,"Block Group 1, Census Tract 219, Fairfield County, Connecticut",1292,557,699,267,526,535,0,12,0,12,0,12,67,109,0,12,0,12,0,12
1500000US090010219002,090010219002,"Block Group 2, Census Tract 219, Fairfield County, Connecticut",2082,661,1384,691,635,190,0,12,63,108,0,12,0,12,0,12,0,12,0,12
1500000US090010219003,090010219003,"Block Group 3, Census Tract 219, Fairfield County, Connecticut",1471,536,769,252,0,12,0,12,293,277,0,12,346,410,63,127,0,12,63,127
1500000US090010219004,090010219004,"Block Group 4, Census Tract 219, Fairfield County, Connecticut",1777,453,1140,415,130,117,0,12,169,218,0,12,273,181,65,96,20,32,45,92
1500000US090010220001,090010220001,"Block Group 1, Census Tract 220, Fairfield County, Connecticut",1788,362,1305,377,219,116,0,12,37,39,0,12,124,151,103,89,47,76,56,60
1500000US090010220002,090010220002,"Block Group 2, Census Tract 220, Fairfield County, Connecticut",1341,370,575,325,413,176,0,12,64,99,0,12,212,287,77,90,0,12,77,90
1500000US090010221001,090010221001,"Block Group 1, Census Tract 221, Fairfield County, Connecticut",3945,940,840,355,998,555,31,49,28,58,0,12,2034,802,14,24,0,12,14,24
1500000US090010221002,090010221002,"Block Group 2, Census Tract 221, Fairfield County, Connecticut",3391,593,1803,467,211,152,0,12,138,188,0,12,1239,645,0,12,0,12,0,12
1500000US090010221003,090010221003,"Block Group 3, Census Tract 221, Fairfield County, Connecticut",1568,349,1097,291,386,334,0,12,0,12,0,12,85,101,0,12,0,12,0,12
1500000US090010222001,090010222001,"Block Group 1, Census Tract 222, Fairfield County, Connecticut",2172,428,881,292,731,240,11,18,49,64,0,12,500,299,0,12,0,12,0,12
1500000US090010222002,090010222002,"Block Group 2, Census Tract 222, Fairfield County, Connecticut",2394,373,1175,261,200,124,0,12,45,67,0,12,850,289,124,97,45,66,79,71
1500000US090010223001,090010223001,"Block Group 1, Census Tract 223, Fairfield County, Connecticut",2601,550,1030,507,276,472,0,12,51,79,0,12,1244,632,0,12,0,12,0,12
1500000US090010223002,090010223002,"Block Group 2, Census Tract 223, Fairfield County, Connecticut",1322,344,927,210,226,278,0,12,73,97,0,12,45,121,51,78,51,78,0,12
1500000US090010223003,090010223003,"Block Group 3, Census Tract 223, Fairfield County, Connecticut",1925,601,205,208,1410,505,0,12,42,74,0,12,268,243,0,12,0,12,0,12
1500000US090010224001,090010224001,"Block Group 1, Census Tract 224, Fairfield County, Connecticut",1421,201,1310,194,11,13,0,12,43,28,0,12,14,21,43,55,0,12,43,55
1500000US090010224002,090010224002,"Block Group 2, Census Tract 224, Fairfield County, Connecticut",894,190,802,182,0,12,0,12,73,59,0,12,0,12,19,22,0,12,19,22
1500000US090010301001,090010301001,"Block Group 1, Census Tract 301, Fairfield County, Connecticut",2021,219,2013,220,0,12,0,12,6,10,0,12,0,12,2,6,0,12,2,6
1500000US090010301002,090010301002,"Block Group 2, Census Tract 301, Fairfield County, Connecticut",1659,262,1609,256,7,16,0,12,29,44,0,12,0,12,14,22,0,12,14,22
1500000US090010302001,090010302001,"Block Group 1, Census Tract 302, Fairfield County, Connecticut",909,199,902,198,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12
1500000US090010302002,090010302002,"Block Group 2, Census Tract 302, Fairfield County, Connecticut",1750,292,1393,262,0,12,0,12,357,310,0,12,0,12,0,12,0,12,0,12
1500000US090010302003,090010302003,"Block Group 3, Census Tract 302, Fairfield County, Connecticut",1107,200,1083,205,0,12,0,12,24,26,0,12,0,12,0,12,0,12,0,12
1500000US090010303001,090010303001,"Block Group 1, Census Tract 303, Fairfield County, Connecticut",1140,219,1066,213,0,12,0,12,65,76,0,12,0,12,9,14,9,14,0,12
1500000US090010303002,090010303002,"Block Group 2, Census Tract 303, Fairfield County, Connecticut",729,260,711,252,1,2,0,12,16,21,0,12,0,12,1,2,1,2,0,12
1500000US090010303003,090010303003,"Block Group 3, Census Tract 303, Fairfield County, Connecticut",1350,252,1350,252,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090010303004,090010303004,"Block Group 4, Census Tract 303, Fairfield County, Connecticut",1010,266,974,261,0,12,0,12,24,21,0,12,12,18,0,12,0,12,0,12
1500000US090010304001,090010304001,"Block Group 1, Census Tract 304, Fairfield County, Connecticut",1479,325,1261,282,48,71,30,45,123,101,0,12,0,12,17,20,6,9,11,18
1500000US090010304002,090010304002,"Block Group 2, Census Tract 304, Fairfield County, Connecticut",1332,276,1194,253,0,12,0,12,138,118,0,12,0,12,0,12,0,12,0,12
1500000US090010304003,090010304003,"Block Group 3, Census Tract 304, Fairfield County, Connecticut",1550,286,1210,254,34,54,0,12,262,228,0,12,7,13,37,43,0,12,37,43
1500000US090010305001,090010305001,"Block Group 1, Census Tract 305, Fairfield County, Connecticut",2721,311,2217,303,54,44,0,12,255,101,0,12,0,12,195,164,0,12,195,164
1500000US090010305002,090010305002,"Block Group 2, Census Tract 305, Fairfield County, Connecticut",1397,241,1309,254,0,12,0,12,25,22,0,12,0,12,63,43,0,12,63,43
1500000US090010305003,090010305003,"Block Group 3, Census Tract 305, Fairfield County, Connecticut",1588,193,1508,202,9,13,0,12,50,46,7,11,0,12,14,25,0,12,14,25
1500000US090010351001,090010351001,"Block Group 1, Census Tract 351, Fairfield County, Connecticut",2108,493,2005,458,6,12,0,12,24,37,0,12,4,10,69,108,0,12,69,108
1500000US090010351002,090010351002,"Block Group 2, Census Tract 351, Fairfield County, Connecticut",1765,359,1302,354,272,200,0,12,45,53,0,12,31,50,115,78,0,12,115,78
1500000US090010351003,090010351003,"Block Group 3, Census Tract 351, Fairfield County, Connecticut",1644,423,1587,429,16,24,0,12,39,62,0,12,2,5,0,12,0,12,0,12
1500000US090010351004,090010351004,"Block Group 4, Census Tract 351, Fairfield County, Connecticut",1419,390,1351,367,53,82,0,12,15,26,0,12,0,12,0,12,0,12,0,12
1500000US090010351005,090010351005,"Block Group 5, Census Tract 351, Fairfield County, Connecticut",944,211,892,228,0,12,0,12,52,75,0,12,0,12,0,12,0,12,0,12
1500000US090010352001,090010352001,"Block Group 1, Census Tract 352, Fairfield County, Connecticut",1484,266,1449,262,12,19,0,12,14,17,0,12,0,12,9,14,0,12,9,14
