GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US090035205012,090035205012,"Block Group 2, Census Tract 5205.01, Hartford County, Connecticut",2618,307,2412,290,1,2,0,12,185,159,0,12,1,2,19,29,0,12,19,29
1500000US090035241001,090035241001,"Block Group 1, Census Tract 5241, Hartford County, Connecticut",1279,248,1239,252,11,23,11,22,0,12,0,12,0,12,18,28,0,12,18,28
1500000US090035241002,090035241002,"Block Group 2, Census Tract 5241, Hartford County, Connecticut",1143,317,1019,311,73,90,0,12,51,79,0,12,0,12,0,12,0,12,0,12
1500000US090035241003,090035241003,"Block Group 3, Census Tract 5241, Hartford County, Connecticut",1000,303,1000,303,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090035241004,090035241004,"Block Group 4, Census Tract 5241, Hartford County, Connecticut",881,184,881,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090035241005,090035241005,"Block Group 5, Census Tract 5241, Hartford County, Connecticut",2117,414,2112,415,5,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090035242001,090035242001,"Block Group 1, Census Tract 5242, Hartford County, Connecticut",789,248,767,250,16,21,0,12,0,12,0,12,6,12,0,12,0,12,0,12
1500000US090035242002,090035242002,"Block Group 2, Census Tract 5242, Hartford County, Connecticut",1124,244,879,227,27,44,0,12,177,143,0,12,0,12,41,63,0,12,41,63
1500000US090035242003,090035242003,"Block Group 3, Census Tract 5242, Hartford County, Connecticut",1377,323,1006,241,245,226,0,12,36,41,0,12,40,58,50,76,0,12,50,76
1500000US090035242004,090035242004,"Block Group 4, Census Tract 5242, Hartford County, Connecticut",1670,334,1274,279,63,97,0,12,62,62,0,12,216,293,55,48,11,20,44,51
1500000US090035242005,090035242005,"Block Group 5, Census Tract 5242, Hartford County, Connecticut",1221,312,1055,261,129,64,5,14,0,12,0,12,26,25,6,16,0,12,6,16
1500000US090035243001,090035243001,"Block Group 1, Census Tract 5243, Hartford County, Connecticut",3919,496,1820,260,1249,219,21,30,20,21,0,12,584,150,225,76,101,47,124,62
1500000US090035243002,090035243002,"Block Group 2, Census Tract 5243, Hartford County, Connecticut",682,183,609,157,0,12,0,12,20,28,0,12,0,12,53,77,0,12,53,77
1500000US090035243003,090035243003,"Block Group 3, Census Tract 5243, Hartford County, Connecticut",826,169,826,169,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090035243004,090035243004,"Block Group 4, Census Tract 5243, Hartford County, Connecticut",1363,281,1181,256,74,116,0,12,67,82,0,12,0,12,41,56,0,12,41,56
1500000US090035244001,090035244001,"Block Group 1, Census Tract 5244, Hartford County, Connecticut",1193,284,139,106,997,263,0,12,0,12,0,12,38,71,19,22,0,12,19,22
1500000US090035244002,090035244002,"Block Group 2, Census Tract 5244, Hartford County, Connecticut",1992,380,385,219,1094,337,11,23,0,12,0,12,334,198,168,168,81,101,87,139
1500000US090035245011,090035245011,"Block Group 1, Census Tract 5245.01, Hartford County, Connecticut",798,196,328,131,394,172,5,12,31,26,0,12,11,16,29,48,0,12,29,48
1500000US090035245012,090035245012,"Block Group 2, Census Tract 5245.01, Hartford County, Connecticut",347,197,122,102,21,23,0,12,22,32,0,12,141,157,41,48,24,39,17,31
1500000US090035245013,090035245013,"Block Group 3, Census Tract 5245.01, Hartford County, Connecticut",1176,387,526,189,447,380,0,12,10,15,0,12,44,52,149,191,124,192,25,39
1500000US090035245021,090035245021,"Block Group 1, Census Tract 5245.02, Hartford County, Connecticut",665,162,459,132,111,73,0,12,3,8,0,12,47,75,45,45,0,12,45,45
1500000US090035245022,090035245022,"Block Group 2, Census Tract 5245.02, Hartford County, Connecticut",1664,373,790,169,761,319,0,12,32,39,0,12,71,55,10,15,0,12,10,15
1500000US090035246001,090035246001,"Block Group 1, Census Tract 5246, Hartford County, Connecticut",866,217,140,104,704,218,0,12,0,12,0,12,16,24,6,11,0,12,6,11
1500000US090035246002,090035246002,"Block Group 2, Census Tract 5246, Hartford County, Connecticut",773,187,35,31,208,97,0,12,473,149,0,12,55,66,2,3,2,3,0,12
1500000US090035246003,090035246003,"Block Group 3, Census Tract 5246, Hartford County, Connecticut",1195,275,216,86,872,272,0,12,0,12,0,12,24,22,83,94,29,47,54,81
1500000US090035246004,090035246004,"Block Group 4, Census Tract 5246, Hartford County, Connecticut",352,142,132,64,203,119,0,12,0,12,0,12,17,31,0,12,0,12,0,12
1500000US090035247001,090035247001,"Block Group 1, Census Tract 5247, Hartford County, Connecticut",924,422,461,186,121,126,0,12,0,12,0,12,342,383,0,12,0,12,0,12
1500000US090035247002,090035247002,"Block Group 2, Census Tract 5247, Hartford County, Connecticut",1283,429,867,303,79,58,0,12,0,12,0,12,302,279,35,51,35,51,0,12
1500000US090035247003,090035247003,"Block Group 3, Census Tract 5247, Hartford County, Connecticut",1332,383,502,264,376,252,0,12,0,12,0,12,247,173,207,248,179,261,28,38
1500000US090039800001,090039800001,"Block Group 1, Census Tract 9800, Hartford County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090052501001,090052501001,"Block Group 1, Census Tract 2501, Litchfield County, Connecticut",975,127,911,104,61,82,0,12,3,5,0,12,0,12,0,12,0,12,0,12
1500000US090052501002,090052501002,"Block Group 2, Census Tract 2501, Litchfield County, Connecticut",706,100,658,90,4,6,0,12,10,12,0,12,2,4,32,43,0,12,32,43
1500000US090052531001,090052531001,"Block Group 1, Census Tract 2531, Litchfield County, Connecticut",3081,288,2723,349,118,116,0,12,79,80,0,12,76,82,85,65,17,25,68,63
1500000US090052531002,090052531002,"Block Group 2, Census Tract 2531, Litchfield County, Connecticut",521,151,372,131,7,12,0,12,15,19,0,12,88,146,39,46,0,12,39,46
1500000US090052532001,090052532001,"Block Group 1, Census Tract 2532, Litchfield County, Connecticut",2061,402,1864,373,0,12,0,12,191,197,0,12,6,12,0,12,0,12,0,12
1500000US090052532002,090052532002,"Block Group 2, Census Tract 2532, Litchfield County, Connecticut",2467,461,2310,432,0,12,0,12,157,182,0,12,0,12,0,12,0,12,0,12
1500000US090052532003,090052532003,"Block Group 3, Census Tract 2532, Litchfield County, Connecticut",2533,412,1946,369,137,168,0,12,60,82,0,12,266,338,124,156,4,20,120,150
1500000US090052533001,090052533001,"Block Group 1, Census Tract 2533, Litchfield County, Connecticut",768,146,664,173,0,12,0,12,11,16,0,12,93,103,0,12,0,12,0,12
1500000US090052533002,090052533002,"Block Group 2, Census Tract 2533, Litchfield County, Connecticut",1426,188,1212,171,87,76,0,12,19,33,0,12,36,34,72,76,6,12,66,76
1500000US090052534001,090052534001,"Block Group 1, Census Tract 2534, Litchfield County, Connecticut",2132,409,1904,389,0,12,0,12,57,62,0,12,61,90,110,100,47,71,63,85
1500000US090052534002,090052534002,"Block Group 2, Census Tract 2534, Litchfield County, Connecticut",981,265,981,265,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090052534003,090052534003,"Block Group 3, Census Tract 2534, Litchfield County, Connecticut",1135,314,1031,283,0,12,0,12,0,12,0,12,104,153,0,12,0,12,0,12
1500000US090052534004,090052534004,"Block Group 4, Census Tract 2534, Litchfield County, Connecticut",1649,336,1623,339,0,12,0,12,10,19,0,12,0,12,16,26,0,12,16,26
1500000US090052535001,090052535001,"Block Group 1, Census Tract 2535, Litchfield County, Connecticut",1457,341,1440,335,0,12,0,12,17,28,0,12,0,12,0,12,0,12,0,12
1500000US090052535002,090052535002,"Block Group 2, Census Tract 2535, Litchfield County, Connecticut",1945,491,1588,382,0,12,0,12,84,134,0,12,0,12,273,368,273,368,0,12
1500000US090052535003,090052535003,"Block Group 3, Census Tract 2535, Litchfield County, Connecticut",766,303,753,299,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12
1500000US090052535004,090052535004,"Block Group 4, Census Tract 2535, Litchfield County, Connecticut",1911,436,1866,437,0,12,0,12,0,12,0,12,23,37,22,27,12,20,10,18
1500000US090052536001,090052536001,"Block Group 1, Census Tract 2536, Litchfield County, Connecticut",1288,264,1111,239,7,13,0,12,109,106,0,12,44,67,17,26,0,12,17,26
1500000US090052536002,090052536002,"Block Group 2, Census Tract 2536, Litchfield County, Connecticut",1259,267,1136,231,35,37,0,12,0,12,0,12,47,71,41,55,0,12,41,55
1500000US090052602001,090052602001,"Block Group 1, Census Tract 2602, Litchfield County, Connecticut",1123,219,1110,217,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090052602002,090052602002,"Block Group 2, Census Tract 2602, Litchfield County, Connecticut",675,155,667,154,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12
1500000US090052602003,090052602003,"Block Group 3, Census Tract 2602, Litchfield County, Connecticut",1533,203,1465,204,12,16,0,12,0,12,0,12,49,91,7,12,0,12,7,12
1500000US090052611001,090052611001,"Block Group 1, Census Tract 2611, Litchfield County, Connecticut",454,171,441,170,0,12,0,12,8,13,0,12,0,12,5,9,0,12,5,9
1500000US090052611002,090052611002,"Block Group 2, Census Tract 2611, Litchfield County, Connecticut",1358,231,1331,228,6,13,0,12,13,17,0,12,6,10,2,6,0,12,2,6
1500000US090052611003,090052611003,"Block Group 3, Census Tract 2611, Litchfield County, Connecticut",742,261,687,275,31,40,0,12,0,12,0,12,13,21,11,17,0,12,11,17
1500000US090052611004,090052611004,"Block Group 4, Census Tract 2611, Litchfield County, Connecticut",1104,205,1104,205,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090052621001,090052621001,"Block Group 1, Census Tract 2621, Litchfield County, Connecticut",1387,197,1343,199,3,6,0,12,22,25,0,12,0,12,19,31,0,12,19,31
1500000US090052621002,090052621002,"Block Group 2, Census Tract 2621, Litchfield County, Connecticut",752,205,633,189,27,32,0,12,0,12,0,12,0,12,92,96,0,12,92,96
1500000US090052621003,090052621003,"Block Group 3, Census Tract 2621, Litchfield County, Connecticut",594,149,569,149,0,12,0,12,25,26,0,12,0,12,0,12,0,12,0,12
1500000US090052632001,090052632001,"Block Group 1, Census Tract 2632, Litchfield County, Connecticut",562,84,562,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090052632002,090052632002,"Block Group 2, Census Tract 2632, Litchfield County, Connecticut",802,131,735,128,0,12,0,12,24,22,0,12,0,12,43,31,0,12,43,31
1500000US090052651001,090052651001,"Block Group 1, Census Tract 2651, Litchfield County, Connecticut",1467,108,1415,111,0,12,0,12,21,19,0,12,0,12,31,22,0,12,31,22
1500000US090052661001,090052661001,"Block Group 1, Census Tract 2661, Litchfield County, Connecticut",1221,230,1150,228,4,8,0,12,11,15,0,12,0,12,56,64,0,12,56,64
1500000US090052661002,090052661002,"Block Group 2, Census Tract 2661, Litchfield County, Connecticut",1632,233,1307,215,189,223,0,12,49,96,0,12,72,114,15,24,0,12,15,24
1500000US090052671001,090052671001,"Block Group 1, Census Tract 2671, Litchfield County, Connecticut",932,170,846,177,0,12,0,12,20,32,0,12,51,69,15,23,0,12,15,23
1500000US090052671002,090052671002,"Block Group 2, Census Tract 2671, Litchfield County, Connecticut",963,234,803,211,47,107,0,12,46,107,0,12,62,84,5,39,5,39,0,12
1500000US090052671003,090052671003,"Block Group 3, Census Tract 2671, Litchfield County, Connecticut",936,177,931,177,0,12,0,12,5,8,0,12,0,12,0,12,0,12,0,12
1500000US090052671004,090052671004,"Block Group 4, Census Tract 2671, Litchfield County, Connecticut",658,156,626,152,4,9,0,12,10,21,0,12,18,24,0,12,0,12,0,12
1500000US090052681001,090052681001,"Block Group 1, Census Tract 2681, Litchfield County, Connecticut",711,127,704,126,0,12,0,12,7,10,0,12,0,12,0,12,0,12,0,12
1500000US090052681002,090052681002,"Block Group 2, Census Tract 2681, Litchfield County, Connecticut",1520,184,1457,188,0,12,0,12,43,38,6,9,14,20,0,12,0,12,0,12
1500000US090052901001,090052901001,"Block Group 1, Census Tract 2901, Litchfield County, Connecticut",1226,209,1203,217,2,4,0,12,0,12,0,12,21,35,0,12,0,12,0,12
1500000US090052901002,090052901002,"Block Group 2, Census Tract 2901, Litchfield County, Connecticut",1480,201,1387,207,0,12,0,12,83,115,0,12,0,12,10,16,0,12,10,16
1500000US090052901003,090052901003,"Block Group 3, Census Tract 2901, Litchfield County, Connecticut",987,241,987,241,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090052931001,090052931001,"Block Group 1, Census Tract 2931, Litchfield County, Connecticut",1471,150,1448,147,7,15,0,12,12,11,0,12,4,8,0,12,0,12,0,12
1500000US090052961001,090052961001,"Block Group 1, Census Tract 2961, Litchfield County, Connecticut",2025,208,1968,209,23,35,8,13,11,16,0,12,0,12,15,24,0,12,15,24
1500000US090052961002,090052961002,"Block Group 2, Census Tract 2961, Litchfield County, Connecticut",889,210,857,206,0,12,0,12,0,12,0,12,21,33,11,17,0,12,11,17
1500000US090052983001,090052983001,"Block Group 1, Census Tract 2983, Litchfield County, Connecticut",1074,227,1074,227,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090052983002,090052983002,"Block Group 2, Census Tract 2983, Litchfield County, Connecticut",841,193,841,193,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090052983003,090052983003,"Block Group 3, Census Tract 2983, Litchfield County, Connecticut",904,176,868,186,1,4,0,12,35,48,0,12,0,12,0,12,0,12,0,12
1500000US090052984001,090052984001,"Block Group 1, Census Tract 2984, Litchfield County, Connecticut",860,162,771,144,6,13,0,12,72,103,0,12,0,12,11,18,0,12,11,18
1500000US090052984002,090052984002,"Block Group 2, Census Tract 2984, Litchfield County, Connecticut",1847,243,1815,240,16,20,0,12,0,12,0,12,0,12,16,27,0,12,16,27
1500000US090053001001,090053001001,"Block Group 1, Census Tract 3001, Litchfield County, Connecticut",694,157,694,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053001002,090053001002,"Block Group 2, Census Tract 3001, Litchfield County, Connecticut",1198,170,1101,189,4,5,0,12,29,27,0,12,4,8,60,71,0,12,60,71
1500000US090053001003,090053001003,"Block Group 3, Census Tract 3001, Litchfield County, Connecticut",418,130,418,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053004001,090053004001,"Block Group 1, Census Tract 3004, Litchfield County, Connecticut",1062,299,1041,313,11,26,0,12,2,4,0,12,8,11,0,12,0,12,0,12
1500000US090053004002,090053004002,"Block Group 2, Census Tract 3004, Litchfield County, Connecticut",993,135,973,135,11,12,0,12,0,12,0,12,0,12,9,13,0,12,9,13
1500000US090053005001,090053005001,"Block Group 1, Census Tract 3005, Litchfield County, Connecticut",2622,322,2482,328,29,36,16,25,46,59,0,12,0,12,49,73,0,12,49,73
1500000US090053005002,090053005002,"Block Group 2, Census Tract 3005, Litchfield County, Connecticut",1265,238,1249,234,0,12,0,12,6,10,0,12,0,12,10,18,0,12,10,18
1500000US090053031001,090053031001,"Block Group 1, Census Tract 3031, Litchfield County, Connecticut",1304,192,1278,185,0,12,0,12,0,12,0,12,10,10,16,20,0,12,16,20
1500000US090053031002,090053031002,"Block Group 2, Census Tract 3031, Litchfield County, Connecticut",1063,138,1045,138,0,12,0,12,13,15,0,12,0,12,5,9,5,9,0,12
1500000US090053061001,090053061001,"Block Group 1, Census Tract 3061, Litchfield County, Connecticut",1161,363,1123,362,0,12,20,31,0,12,0,12,0,12,18,29,0,12,18,29
1500000US090053061002,090053061002,"Block Group 2, Census Tract 3061, Litchfield County, Connecticut",1688,404,1637,404,51,81,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053061003,090053061003,"Block Group 3, Census Tract 3061, Litchfield County, Connecticut",2055,334,2021,323,3,7,31,49,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053061004,090053061004,"Block Group 4, Census Tract 3061, Litchfield County, Connecticut",1890,403,1890,403,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053101001,090053101001,"Block Group 1, Census Tract 3101, Litchfield County, Connecticut",1784,370,1390,320,70,72,0,12,207,181,0,12,2,7,115,88,0,12,115,88
1500000US090053101002,090053101002,"Block Group 2, Census Tract 3101, Litchfield County, Connecticut",653,186,643,176,10,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053101003,090053101003,"Block Group 3, Census Tract 3101, Litchfield County, Connecticut",1874,339,1697,320,9,19,0,12,130,114,0,12,0,12,38,37,30,34,8,16
1500000US090053102001,090053102001,"Block Group 1, Census Tract 3102, Litchfield County, Connecticut",1023,246,972,247,32,50,12,17,0,12,0,12,0,12,7,13,0,12,7,13
1500000US090053102002,090053102002,"Block Group 2, Census Tract 3102, Litchfield County, Connecticut",1925,387,1541,326,203,227,2,4,0,12,0,12,113,107,66,84,13,17,53,82
1500000US090053103001,090053103001,"Block Group 1, Census Tract 3103, Litchfield County, Connecticut",813,192,734,179,69,64,0,12,0,12,0,12,0,12,10,17,0,12,10,17
1500000US090053103002,090053103002,"Block Group 2, Census Tract 3103, Litchfield County, Connecticut",752,241,633,227,9,8,0,12,25,28,0,12,18,26,67,60,1,2,66,60
1500000US090053104001,090053104001,"Block Group 1, Census Tract 3104, Litchfield County, Connecticut",1360,180,1196,191,42,63,0,12,110,103,0,12,0,12,12,19,0,12,12,19
1500000US090053104002,090053104002,"Block Group 2, Census Tract 3104, Litchfield County, Connecticut",906,157,906,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053105001,090053105001,"Block Group 1, Census Tract 3105, Litchfield County, Connecticut",977,158,926,150,6,11,0,12,13,21,0,12,27,40,5,9,0,12,5,9
1500000US090053105002,090053105002,"Block Group 2, Census Tract 3105, Litchfield County, Connecticut",979,164,966,163,4,5,0,12,0,12,0,12,0,12,9,12,0,12,9,12
1500000US090053106011,090053106011,"Block Group 1, Census Tract 3106.01, Litchfield County, Connecticut",1831,259,1642,246,0,12,0,12,118,132,0,12,0,12,71,71,33,51,38,55
1500000US090053106012,090053106012,"Block Group 2, Census Tract 3106.01, Litchfield County, Connecticut",1778,248,1600,251,56,77,0,12,45,34,0,12,7,12,70,71,0,12,70,71
1500000US090053106021,090053106021,"Block Group 1, Census Tract 3106.02, Litchfield County, Connecticut",1165,297,1131,294,0,12,0,12,34,39,0,12,0,12,0,12,0,12,0,12
1500000US090053106022,090053106022,"Block Group 2, Census Tract 3106.02, Litchfield County, Connecticut",2064,327,1867,320,71,62,0,12,94,101,0,12,0,12,32,35,0,12,32,35
1500000US090053106023,090053106023,"Block Group 3, Census Tract 3106.02, Litchfield County, Connecticut",1513,258,1420,264,22,33,0,12,18,24,0,12,0,12,53,49,0,12,53,49
1500000US090053107001,090053107001,"Block Group 1, Census Tract 3107, Litchfield County, Connecticut",824,144,810,147,0,12,0,12,14,20,0,12,0,12,0,12,0,12,0,12
1500000US090053107002,090053107002,"Block Group 2, Census Tract 3107, Litchfield County, Connecticut",427,128,419,130,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053107003,090053107003,"Block Group 3, Census Tract 3107, Litchfield County, Connecticut",1921,235,1768,264,113,139,0,12,32,39,0,12,8,14,0,12,0,12,0,12
1500000US090053107004,090053107004,"Block Group 4, Census Tract 3107, Litchfield County, Connecticut",657,241,583,242,0,12,0,12,39,43,0,12,11,17,24,39,0,12,24,39
1500000US090053108011,090053108011,"Block Group 1, Census Tract 3108.01, Litchfield County, Connecticut",1275,301,1086,247,63,69,0,12,8,13,0,12,118,169,0,12,0,12,0,12
1500000US090053108012,090053108012,"Block Group 2, Census Tract 3108.01, Litchfield County, Connecticut",1165,257,1049,237,56,53,0,12,0,12,0,12,2,6,58,60,4,9,54,56
1500000US090053108031,090053108031,"Block Group 1, Census Tract 3108.03, Litchfield County, Connecticut",1806,374,1431,383,196,206,0,12,29,49,0,12,69,80,81,85,0,12,81,85
1500000US090053108032,090053108032,"Block Group 2, Census Tract 3108.03, Litchfield County, Connecticut",2086,452,1646,405,143,139,0,12,243,277,0,12,0,12,54,53,0,12,54,53
1500000US090053108033,090053108033,"Block Group 3, Census Tract 3108.03, Litchfield County, Connecticut",669,299,669,299,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053108041,090053108041,"Block Group 1, Census Tract 3108.04, Litchfield County, Connecticut",2851,252,2535,294,49,80,0,12,73,82,0,12,152,110,42,45,8,17,34,43
1500000US090053201001,090053201001,"Block Group 1, Census Tract 3201, Litchfield County, Connecticut",1889,476,1853,460,0,12,0,12,0,12,0,12,0,12,36,36,0,12,36,36
1500000US090053201002,090053201002,"Block Group 2, Census Tract 3201, Litchfield County, Connecticut",2147,431,2009,428,121,165,0,12,0,12,0,12,0,12,17,28,0,12,17,28
1500000US090053201003,090053201003,"Block Group 3, Census Tract 3201, Litchfield County, Connecticut",1109,367,1034,357,0,12,43,58,0,12,0,12,32,51,0,12,0,12,0,12
1500000US090053201004,090053201004,"Block Group 4, Census Tract 3201, Litchfield County, Connecticut",1060,399,820,297,223,242,0,12,17,27,0,12,0,12,0,12,0,12,0,12
1500000US090053202001,090053202001,"Block Group 1, Census Tract 3202, Litchfield County, Connecticut",927,266,927,266,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053202002,090053202002,"Block Group 2, Census Tract 3202, Litchfield County, Connecticut",1223,318,1102,327,44,45,27,40,50,87,0,12,0,12,0,12,0,12,0,12
1500000US090053202003,090053202003,"Block Group 3, Census Tract 3202, Litchfield County, Connecticut",1696,394,1431,346,92,101,0,12,15,24,0,12,0,12,158,135,0,12,158,135
1500000US090053202004,090053202004,"Block Group 4, Census Tract 3202, Litchfield County, Connecticut",843,336,768,312,0,12,74,109,1,3,0,12,0,12,0,12,0,12,0,12
1500000US090053421001,090053421001,"Block Group 1, Census Tract 3421, Litchfield County, Connecticut",1001,197,948,198,0,12,0,12,0,12,0,12,0,12,53,83,53,83,0,12
1500000US090053421002,090053421002,"Block Group 2, Census Tract 3421, Litchfield County, Connecticut",856,165,825,166,14,23,0,12,11,14,0,12,3,8,3,8,0,12,3,8
1500000US090053421003,090053421003,"Block Group 3, Census Tract 3421, Litchfield County, Connecticut",1633,171,1602,169,20,28,0,12,0,12,0,12,11,18,0,12,0,12,0,12
1500000US090053491001,090053491001,"Block Group 1, Census Tract 3491, Litchfield County, Connecticut",1330,222,1306,223,1,5,0,12,21,32,0,12,2,4,0,12,0,12,0,12
1500000US090053491002,090053491002,"Block Group 2, Census Tract 3491, Litchfield County, Connecticut",2133,277,2054,288,35,47,0,12,35,53,0,12,0,12,9,16,0,12,9,16
1500000US090053491003,090053491003,"Block Group 3, Census Tract 3491, Litchfield County, Connecticut",1520,229,1504,231,0,12,0,12,0,12,0,12,0,12,16,25,0,12,16,25
1500000US090053492001,090053492001,"Block Group 1, Census Tract 3492, Litchfield County, Connecticut",430,137,407,126,2,3,0,12,0,12,0,12,7,11,14,25,14,25,0,12
1500000US090053492002,090053492002,"Block Group 2, Census Tract 3492, Litchfield County, Connecticut",1159,220,1159,220,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053492003,090053492003,"Block Group 3, Census Tract 3492, Litchfield County, Connecticut",1096,208,1090,210,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053601001,090053601001,"Block Group 1, Census Tract 3601, Litchfield County, Connecticut",801,337,793,337,4,9,0,12,0,12,0,12,4,11,0,12,0,12,0,12
1500000US090053601002,090053601002,"Block Group 2, Census Tract 3601, Litchfield County, Connecticut",857,322,760,291,0,12,0,12,0,12,0,12,97,150,0,12,0,12,0,12
1500000US090053601003,090053601003,"Block Group 3, Census Tract 3601, Litchfield County, Connecticut",1106,393,1065,383,41,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053601004,090053601004,"Block Group 4, Census Tract 3601, Litchfield County, Connecticut",998,319,870,339,17,27,0,12,0,12,0,12,111,143,0,12,0,12,0,12
1500000US090053601005,090053601005,"Block Group 5, Census Tract 3601, Litchfield County, Connecticut",1288,248,1222,252,0,12,0,12,66,71,0,12,0,12,0,12,0,12,0,12
1500000US090053602001,090053602001,"Block Group 1, Census Tract 3602, Litchfield County, Connecticut",2110,466,2079,473,0,12,0,12,19,30,0,12,12,20,0,12,0,12,0,12
1500000US090053602002,090053602002,"Block Group 2, Census Tract 3602, Litchfield County, Connecticut",1135,277,1101,267,0,12,22,33,0,12,0,12,0,12,12,20,0,12,12,20
1500000US090053602003,090053602003,"Block Group 3, Census Tract 3602, Litchfield County, Connecticut",1655,369,1631,368,0,12,0,12,24,39,0,12,0,12,0,12,0,12,0,12
1500000US090053602004,090053602004,"Block Group 4, Census Tract 3602, Litchfield County, Connecticut",2904,487,2711,504,8,20,0,12,185,231,0,12,0,12,0,12,0,12,0,12
1500000US090053603001,090053603001,"Block Group 1, Census Tract 3603, Litchfield County, Connecticut",1108,222,958,207,150,186,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053603002,090053603002,"Block Group 2, Census Tract 3603, Litchfield County, Connecticut",2354,319,2109,352,135,137,0,12,0,12,0,12,86,104,24,24,0,12,24,24
1500000US090053604001,090053604001,"Block Group 1, Census Tract 3604, Litchfield County, Connecticut",1401,485,1278,468,76,111,0,12,0,12,0,12,47,55,0,12,0,12,0,12
1500000US090053604002,090053604002,"Block Group 2, Census Tract 3604, Litchfield County, Connecticut",631,238,631,238,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053604003,090053604003,"Block Group 3, Census Tract 3604, Litchfield County, Connecticut",1344,399,1304,403,32,48,0,12,8,19,0,12,0,12,0,12,0,12,0,12
1500000US090053604004,090053604004,"Block Group 4, Census Tract 3604, Litchfield County, Connecticut",1185,384,1116,332,0,12,0,12,0,12,0,12,0,12,69,94,0,12,69,94
1500000US090053604005,090053604005,"Block Group 5, Census Tract 3604, Litchfield County, Connecticut",725,366,725,366,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US090053604006,090053604006,"Block Group 6, Census Tract 3604, Litchfield County, Connecticut",374,175,325,154,0,12,0,12,0,12,0,12,0,12,49,75,0,12,49,75
1500000US090053621011,090053621011,"Block Group 1, Census Tract 3621.01, Litchfield County, Connecticut",1599,195,1480,206,20,25,0,12,79,74,0,12,0,12,20,31,0,12,20,31
1500000US090053621012,090053621012,"Block Group 2, Census Tract 3621.01, Litchfield County, Connecticut",1379,280,1274,251,12,19,0,12,17,20,0,12,62,96,14,24,0,12,14,24
1500000US090053621013,090053621013,"Block Group 3, Census Tract 3621.01, Litchfield County, Connecticut",1356,205,1326,213,0,12,0,12,16,22,0,12,0,12,14,26,0,12,14,26
